zone,pixel_id,universe,channel,cat_x,cat_y,cat_z,x_norm,y_norm,z_norm
main-arch,0,17,1,-12.3100,0.2410,-3.7525,0.0000,0.0087,0.3029
main-arch,1,17,4,-12.3100,0.4007,-3.7525,0.0000,0.0173,0.3029
main-arch,2,17,7,-12.3100,0.5604,-3.7525,0.0000,0.0258,0.3029
main-arch,3,17,10,-12.3100,0.7201,-3.7525,0.0000,0.0344,0.3029
main-arch,4,17,13,-12.3100,0.8798,-3.7525,0.0000,0.0430,0.3029
main-arch,5,17,16,-12.3100,1.0395,-3.7524,0.0000,0.0516,0.3029
main-arch,6,17,19,-12.3100,1.1993,-3.7524,0.0000,0.0601,0.3029
main-arch,7,17,22,-12.3100,1.3590,-3.7524,0.0000,0.0687,0.3029
main-arch,8,17,25,-12.3100,1.5187,-3.7524,0.0000,0.0773,0.3029
main-arch,9,17,28,-12.3100,1.6784,-3.7523,0.0000,0.0859,0.3029
main-arch,10,17,31,-12.3100,1.8381,-3.7523,0.0000,0.0944,0.3029
main-arch,11,17,34,-12.3100,1.9979,-3.7523,0.0000,0.1030,0.3029
main-arch,12,17,37,-12.3100,2.1576,-3.7523,0.0000,0.1116,0.3029
main-arch,13,17,40,-12.3100,2.3173,-3.7523,0.0000,0.1202,0.3029
main-arch,14,17,43,-12.3100,2.4770,-3.7522,0.0000,0.1287,0.3029
main-arch,15,17,46,-12.3100,2.6367,-3.7522,0.0000,0.1373,0.3029
main-arch,16,17,49,-12.3100,2.7964,-3.7522,0.0000,0.1459,0.3029
main-arch,17,17,52,-12.3100,2.9562,-3.7522,0.0000,0.1545,0.3029
main-arch,18,17,55,-12.3100,3.1159,-3.7522,0.0000,0.1630,0.3029
main-arch,19,17,58,-12.3100,3.2756,-3.7521,0.0000,0.1716,0.3029
main-arch,20,17,61,-12.3100,3.4353,-3.7521,0.0000,0.1802,0.3029
main-arch,21,17,64,-12.3100,3.5950,-3.7521,0.0000,0.1888,0.3029
main-arch,22,17,67,-12.3100,3.7548,-3.7521,0.0000,0.1974,0.3029
main-arch,23,17,70,-12.3100,3.9145,-3.7521,0.0000,0.2059,0.3029
main-arch,24,17,73,-12.3100,4.0742,-3.7520,0.0000,0.2145,0.3029
main-arch,25,17,76,-12.3100,4.2339,-3.7520,0.0000,0.2231,0.3029
main-arch,26,17,79,-12.3100,4.3936,-3.7520,0.0000,0.2317,0.3029
main-arch,27,17,82,-12.3100,4.5533,-3.7520,0.0000,0.2402,0.3029
main-arch,28,17,85,-12.3100,4.7131,-3.7520,0.0000,0.2488,0.3029
main-arch,29,17,88,-12.3100,4.8728,-3.7519,0.0000,0.2574,0.3029
main-arch,30,17,91,-12.3100,5.0325,-3.7519,0.0000,0.2660,0.3029
main-arch,31,17,94,-12.3100,5.1922,-3.7519,0.0000,0.2745,0.3029
main-arch,32,17,97,-12.3100,5.3519,-3.7519,0.0000,0.2831,0.3029
main-arch,33,17,100,-12.3100,5.5117,-3.7519,0.0000,0.2917,0.3029
main-arch,34,17,103,-12.3100,5.6714,-3.7518,0.0000,0.3003,0.3029
main-arch,35,17,106,-12.3100,5.8311,-3.7518,0.0000,0.3088,0.3029
main-arch,36,17,109,-12.3100,5.9908,-3.7518,0.0000,0.3174,0.3029
main-arch,37,17,112,-12.3100,6.1501,-3.7461,0.0000,0.3260,0.3032
main-arch,38,17,115,-12.3100,6.3082,-3.7844,0.0000,0.3345,0.3010
main-arch,39,17,118,-12.3100,6.4663,-3.7584,0.0000,0.3429,0.3025
main-arch,40,17,121,-12.3100,6.6233,-3.7266,0.0000,0.3514,0.3044
main-arch,41,17,124,-12.3100,6.7791,-3.6871,0.0000,0.3597,0.3067
main-arch,42,17,127,-12.3100,6.9325,-3.6403,0.0000,0.3680,0.3094
main-arch,43,17,130,-12.3100,7.0845,-3.5887,0.0000,0.3761,0.3124
main-arch,44,17,133,-12.3100,7.2347,-3.5305,0.0000,0.3842,0.3158
main-arch,45,17,136,-12.3100,7.3817,-3.4684,0.0000,0.3921,0.3194
main-arch,46,17,139,-12.3100,7.5289,-3.4014,0.0000,0.4000,0.3233
main-arch,47,17,142,-12.3100,7.6713,-3.3267,0.0000,0.4077,0.3276
main-arch,48,17,145,-12.3100,7.8111,-3.2487,0.0000,0.4152,0.3322
main-arch,49,17,148,-12.3100,7.9501,-3.1682,0.0000,0.4226,0.3368
main-arch,50,17,151,-12.3100,8.0870,-3.0807,0.0000,0.4300,0.3419
main-arch,51,17,154,-12.3100,8.2170,-2.9875,0.0000,0.4370,0.3473
main-arch,52,17,157,-12.3100,8.3463,-2.8928,0.0000,0.4439,0.3528
main-arch,53,17,160,-12.3100,8.4740,-2.7924,0.0000,0.4508,0.3587
main-arch,54,17,163,-12.3100,8.5940,-2.6903,0.0000,0.4572,0.3646
main-arch,55,17,166,-12.3100,8.7189,-2.5912,0.0000,0.4639,0.3704
main-arch,56,17,169,-12.3100,8.8234,-2.4896,0.0000,0.4695,0.3763
main-arch,57,17,172,-12.3100,8.9324,-2.3845,0.0000,0.4754,0.3824
main-arch,58,17,175,-12.3100,9.0422,-2.2753,0.0000,0.4813,0.3888
main-arch,59,17,178,-12.3100,9.1326,-2.1599,0.0000,0.4861,0.3955
main-arch,60,17,181,-12.3100,9.2399,-2.0396,0.0000,0.4919,0.4025
main-arch,61,17,184,-12.3100,9.3426,-1.9161,0.0000,0.4974,0.4096
main-arch,62,17,187,-12.3100,9.4423,-1.7899,0.0000,0.5027,0.4170
main-arch,63,17,190,-12.3100,9.5384,-1.6612,0.0000,0.5079,0.4245
main-arch,64,17,193,-12.3100,9.6313,-1.5302,0.0000,0.5129,0.4321
main-arch,65,17,196,-12.3100,9.7212,-1.3983,0.0000,0.5177,0.4398
main-arch,66,17,199,-12.3100,9.8115,-1.2694,0.0000,0.5226,0.4473
main-arch,67,17,202,-12.3100,9.8819,-1.1384,0.0000,0.5264,0.4549
main-arch,68,17,205,-12.3100,9.9660,-1.0083,0.0000,0.5309,0.4624
main-arch,69,17,208,-12.3100,10.0401,-0.8811,0.0000,0.5348,0.4698
main-arch,70,17,211,-12.3100,10.1021,-0.7456,0.0000,0.5382,0.4777
main-arch,71,17,214,-12.3100,10.1764,-0.6031,0.0000,0.5422,0.4860
main-arch,72,17,217,-12.3100,10.2468,-0.4591,0.0000,0.5459,0.4944
main-arch,73,17,220,-12.3100,10.2463,-0.3151,0.0000,0.5459,0.5028
main-arch,74,17,223,-12.3100,10.1764,-0.1726,0.0000,0.5422,0.5110
main-arch,75,17,226,-12.3100,10.1021,-0.0371,0.0000,0.5382,0.5189
main-arch,76,17,229,-12.3100,10.0401,0.0900,0.0000,0.5348,0.5263
main-arch,77,17,232,-12.3100,9.9660,0.2202,0.0000,0.5309,0.5339
main-arch,78,17,235,-12.3100,9.8819,0.3512,0.0000,0.5264,0.5415
main-arch,79,17,238,-12.3100,9.8115,0.4801,0.0000,0.5226,0.5490
main-arch,80,17,241,-12.3100,9.7212,0.6120,0.0000,0.5177,0.5567
main-arch,81,17,244,-12.3100,9.6313,0.7430,0.0000,0.5129,0.5643
main-arch,82,17,247,-12.3100,9.5385,0.8717,0.0000,0.5079,0.5718
main-arch,83,17,250,-12.3100,9.4423,0.9978,0.0000,0.5027,0.5791
main-arch,84,17,253,-12.3100,9.3426,1.1214,0.0000,0.4974,0.5863
main-arch,85,17,256,-12.3100,9.2399,1.2417,0.0000,0.4919,0.5933
main-arch,86,17,259,-12.3100,9.1326,1.3571,0.0000,0.4861,0.6000
main-arch,87,17,262,-12.3100,9.0422,1.4663,0.0000,0.4813,0.6064
main-arch,88,17,265,-12.3100,8.9325,1.5714,0.0000,0.4754,0.6125
main-arch,89,17,268,-12.3100,8.8235,1.6730,0.0000,0.4695,0.6184
main-arch,90,17,271,-12.3100,8.7189,1.7721,0.0000,0.4639,0.6241
main-arch,91,17,274,-12.3100,8.5940,1.8742,0.0000,0.4572,0.6301
main-arch,92,17,277,-12.3100,8.4740,1.9745,0.0000,0.4508,0.6359
main-arch,93,17,280,-12.3100,8.3463,2.0693,0.0000,0.4439,0.6414
main-arch,94,17,283,-12.3100,8.2170,2.1625,0.0000,0.4370,0.6468
main-arch,95,17,286,-12.3100,8.0870,2.2500,0.0000,0.4300,0.6519
main-arch,96,17,289,-12.3100,7.9501,2.3305,0.0000,0.4226,0.6566
main-arch,97,17,292,-12.3100,7.8112,2.4085,0.0000,0.4152,0.6611
main-arch,98,17,295,-12.3100,7.6714,2.4832,0.0000,0.4077,0.6655
main-arch,99,17,298,-12.3100,7.5289,2.5502,0.0000,0.4000,0.6694
main-arch,100,17,301,-12.3100,7.3817,2.6122,0.0000,0.3921,0.6730
main-arch,101,17,304,-12.3100,7.2347,2.6705,0.0000,0.3842,0.6764
main-arch,102,17,307,-12.3100,7.0845,2.7221,0.0000,0.3761,0.6794
main-arch,103,17,310,-12.3100,6.9325,2.7689,0.0000,0.3680,0.6821
main-arch,104,17,313,-12.3100,6.7791,2.8084,0.0000,0.3597,0.6844
main-arch,105,17,316,-12.3100,6.6233,2.8402,0.0000,0.3514,0.6862
main-arch,106,17,319,-12.3100,6.4663,2.8662,0.0000,0.3429,0.6878
main-arch,107,17,322,-12.3100,6.3082,2.9500,0.0000,0.3345,0.6926
main-arch,108,17,325,-12.3100,6.1501,2.9728,0.0000,0.3260,0.6940
main-arch,109,17,328,-12.3100,5.9908,2.9784,0.0000,0.3174,0.6943
main-arch,110,17,331,-12.3100,5.8311,2.9785,0.0000,0.3088,0.6943
main-arch,111,17,334,-12.3100,5.6714,2.9785,0.0000,0.3003,0.6943
main-arch,112,17,337,-12.3100,5.5117,2.9785,0.0000,0.2917,0.6943
main-arch,113,17,340,-12.3100,5.3519,2.9785,0.0000,0.2831,0.6943
main-arch,114,17,343,-12.3100,5.1922,2.9786,0.0000,0.2745,0.6943
main-arch,115,17,346,-12.3100,5.0325,2.9786,0.0000,0.2660,0.6943
main-arch,116,17,349,-12.3100,4.8728,2.9786,0.0000,0.2574,0.6943
main-arch,117,17,352,-12.3100,4.7131,2.9786,0.0000,0.2488,0.6943
main-arch,118,17,355,-12.3100,4.5533,2.9786,0.0000,0.2402,0.6943
main-arch,119,17,358,-12.3100,4.3936,2.9787,0.0000,0.2317,0.6943
main-arch,120,17,361,-12.3100,4.2339,2.9787,0.0000,0.2231,0.6943
main-arch,121,17,364,-12.3100,4.0742,2.9787,0.0000,0.2145,0.6943
main-arch,122,17,367,-12.3100,3.9145,2.9787,0.0000,0.2059,0.6943
main-arch,123,17,370,-12.3100,3.7548,2.9788,0.0000,0.1974,0.6943
main-arch,124,17,373,-12.3100,3.5950,2.9788,0.0000,0.1888,0.6943
main-arch,125,17,376,-12.3100,3.4353,2.9788,0.0000,0.1802,0.6943
main-arch,126,17,379,-12.3100,3.2756,2.9788,0.0000,0.1716,0.6943
main-arch,127,17,382,-12.3100,3.1159,2.9788,0.0000,0.1630,0.6943
main-arch,128,17,385,-12.3100,2.9562,2.9789,0.0000,0.1545,0.6943
main-arch,129,17,388,-12.3100,2.7964,2.9789,0.0000,0.1459,0.6943
main-arch,130,17,391,-12.3100,2.6367,2.9789,0.0000,0.1373,0.6943
main-arch,131,17,394,-12.3100,2.4770,2.9789,0.0000,0.1287,0.6943
main-arch,132,17,397,-12.3100,2.3173,2.9790,0.0000,0.1202,0.6943
main-arch,133,17,400,-12.3100,2.1576,2.9790,0.0000,0.1116,0.6943
main-arch,134,17,403,-12.3100,1.9979,2.9790,0.0000,0.1030,0.6943
main-arch,135,17,406,-12.3100,1.8381,2.9790,0.0000,0.0944,0.6943
main-arch,136,17,409,-12.3100,1.6784,2.9791,0.0000,0.0859,0.6943
main-arch,137,17,412,-12.3100,1.5187,2.9791,0.0000,0.0773,0.6943
main-arch,138,17,415,-12.3100,1.3590,2.9791,0.0000,0.0687,0.6943
main-arch,139,17,418,-12.3100,1.1993,2.9791,0.0000,0.0601,0.6943
main-arch,140,17,421,-12.3100,1.0395,2.9791,0.0000,0.0516,0.6943
main-arch,141,17,424,-12.3100,0.8798,2.9792,0.0000,0.0430,0.6943
main-arch,142,17,427,-12.3100,0.7201,2.9792,0.0000,0.0344,0.6943
main-arch,143,17,430,-12.3100,0.5604,2.9792,0.0000,0.0258,0.6943
main-arch,144,17,433,-12.3100,0.4007,2.9792,0.0000,0.0173,0.6943
main-arch,145,17,436,-12.3100,0.2410,2.9793,0.0000,0.0087,0.6943
main-arch,146,18,1,-11.0900,0.2406,-3.6007,0.0460,0.0087,0.3117
main-arch,147,18,4,-11.0900,0.3995,-3.6007,0.0460,0.0172,0.3117
main-arch,148,18,7,-11.0900,0.5585,-3.6006,0.0460,0.0257,0.3117
main-arch,149,18,10,-11.0900,0.7174,-3.6006,0.0460,0.0343,0.3117
main-arch,150,18,13,-11.0900,0.8764,-3.6006,0.0460,0.0428,0.3117
main-arch,151,18,16,-11.0900,1.0353,-3.6006,0.0460,0.0513,0.3117
main-arch,152,18,19,-11.0900,1.1943,-3.6006,0.0460,0.0599,0.3117
main-arch,153,18,22,-11.0900,1.3532,-3.6006,0.0460,0.0684,0.3117
main-arch,154,18,25,-11.0900,1.5122,-3.6006,0.0460,0.0769,0.3117
main-arch,155,18,28,-11.0900,1.6711,-3.6005,0.0460,0.0855,0.3117
main-arch,156,18,31,-11.0900,1.8301,-3.6005,0.0460,0.0940,0.3117
main-arch,157,18,34,-11.0900,1.9890,-3.6005,0.0460,0.1025,0.3117
main-arch,158,18,37,-11.0900,2.1480,-3.6005,0.0460,0.1111,0.3117
main-arch,159,18,40,-11.0900,2.3069,-3.6005,0.0460,0.1196,0.3117
main-arch,160,18,43,-11.0900,2.4658,-3.6005,0.0460,0.1281,0.3117
main-arch,161,18,46,-11.0900,2.6248,-3.6004,0.0460,0.1367,0.3117
main-arch,162,18,49,-11.0900,2.7837,-3.6004,0.0460,0.1452,0.3117
main-arch,163,18,52,-11.0900,2.9427,-3.6004,0.0460,0.1537,0.3117
main-arch,164,18,55,-11.0900,3.1016,-3.6004,0.0460,0.1623,0.3117
main-arch,165,18,58,-11.0900,3.2606,-3.6004,0.0460,0.1708,0.3117
main-arch,166,18,61,-11.0900,3.4195,-3.6004,0.0460,0.1793,0.3117
main-arch,167,18,64,-11.0900,3.5785,-3.6004,0.0460,0.1879,0.3117
main-arch,168,18,67,-11.0900,3.7374,-3.6003,0.0460,0.1964,0.3117
main-arch,169,18,70,-11.0900,3.8964,-3.6003,0.0460,0.2050,0.3117
main-arch,170,18,73,-11.0900,4.0553,-3.6003,0.0460,0.2135,0.3117
main-arch,171,18,76,-11.0900,4.2143,-3.6003,0.0460,0.2220,0.3117
main-arch,172,18,79,-11.0900,4.3732,-3.6003,0.0460,0.2306,0.3117
main-arch,173,18,82,-11.0900,4.5322,-3.6003,0.0460,0.2391,0.3117
main-arch,174,18,85,-11.0900,4.6911,-3.6002,0.0460,0.2476,0.3117
main-arch,175,18,88,-11.0900,4.8501,-3.6002,0.0460,0.2562,0.3117
main-arch,176,18,91,-11.0900,5.0090,-3.6002,0.0460,0.2647,0.3117
main-arch,177,18,94,-11.0900,5.1680,-3.6002,0.0460,0.2732,0.3117
main-arch,178,18,97,-11.0900,5.3269,-3.6002,0.0460,0.2818,0.3117
main-arch,179,18,100,-11.0900,5.4859,-3.6002,0.0460,0.2903,0.3117
main-arch,180,18,103,-11.0900,5.6448,-3.6002,0.0460,0.2988,0.3117
main-arch,181,18,106,-11.0900,5.8038,-3.6001,0.0460,0.3074,0.3117
main-arch,182,18,109,-11.0900,5.9627,-3.6001,0.0460,0.3159,0.3117
main-arch,183,18,112,-11.0900,6.1214,-3.5967,0.0460,0.3244,0.3119
main-arch,184,18,115,-11.0900,6.2788,-3.6351,0.0460,0.3329,0.3097
main-arch,185,18,118,-11.0900,6.4362,-3.6092,0.0460,0.3413,0.3112
main-arch,186,18,121,-11.0900,6.5923,-3.5766,0.0460,0.3497,0.3131
main-arch,187,18,124,-11.0900,6.7471,-3.5368,0.0460,0.3580,0.3154
main-arch,188,18,127,-11.0900,6.8999,-3.4896,0.0460,0.3662,0.3181
main-arch,189,18,130,-11.0900,7.0505,-3.4386,0.0460,0.3743,0.3211
main-arch,190,18,133,-11.0900,7.2008,-3.3807,0.0460,0.3824,0.3245
main-arch,191,18,136,-11.0900,7.3461,-3.3173,0.0460,0.3902,0.3282
main-arch,192,18,139,-11.0900,7.4922,-3.2494,0.0460,0.3980,0.3321
main-arch,193,18,142,-11.0900,7.6333,-3.1744,0.0460,0.4056,0.3365
main-arch,194,18,145,-11.0900,7.7724,-3.0956,0.0460,0.4131,0.3411
main-arch,195,18,148,-11.0900,7.9094,-3.0114,0.0460,0.4204,0.3460
main-arch,196,18,151,-11.0900,8.0417,-2.9231,0.0460,0.4275,0.3511
main-arch,197,18,154,-11.0900,8.1733,-2.8319,0.0460,0.4346,0.3564
main-arch,198,18,157,-11.0900,8.3017,-2.7338,0.0460,0.4415,0.3621
main-arch,199,18,160,-11.0900,8.4223,-2.6341,0.0460,0.4480,0.3679
main-arch,200,18,163,-11.0900,8.5485,-2.5371,0.0460,0.4548,0.3735
main-arch,201,18,166,-11.0900,8.6536,-2.4337,0.0460,0.4604,0.3795
main-arch,202,18,169,-11.0900,8.7688,-2.3228,0.0460,0.4666,0.3860
main-arch,203,18,172,-11.0900,8.8812,-2.2089,0.0460,0.4726,0.3926
main-arch,204,18,175,-11.0900,8.9906,-2.0938,0.0460,0.4785,0.3993
main-arch,205,18,178,-11.0900,9.0805,-1.9829,0.0460,0.4833,0.4058
main-arch,206,18,181,-11.0900,9.1982,-1.8700,0.0460,0.4896,0.4123
main-arch,207,18,184,-11.0900,9.2796,-1.7492,0.0460,0.4940,0.4194
main-arch,208,18,187,-11.0900,9.3807,-1.6273,0.0460,0.4994,0.4264
main-arch,209,18,190,-11.0900,9.4575,-1.5034,0.0460,0.5036,0.4336
main-arch,210,18,193,-11.0900,9.5534,-1.3740,0.0460,0.5087,0.4412
main-arch,211,18,196,-11.0900,9.6415,-1.2432,0.0460,0.5134,0.4488
main-arch,212,18,199,-11.0900,9.7341,-1.1149,0.0460,0.5184,0.4562
main-arch,213,18,202,-11.0900,9.8024,-0.9877,0.0460,0.5221,0.4636
main-arch,214,18,205,-11.0900,9.8680,-0.8607,0.0460,0.5256,0.4710
main-arch,215,18,208,-11.0900,9.9342,-0.7329,0.0460,0.5292,0.4785
main-arch,216,18,211,-11.0900,9.9998,-0.5993,0.0460,0.5327,0.4862
main-arch,217,18,214,-11.0900,10.0779,-0.4585,0.0460,0.5369,0.4944
main-arch,218,18,217,-11.0900,10.0774,-0.3176,0.0460,0.5368,0.5026
main-arch,219,18,220,-11.0900,9.9999,-0.1840,0.0460,0.5327,0.5104
main-arch,220,18,223,-11.0900,9.9342,-0.0562,0.0460,0.5292,0.5178
main-arch,221,18,226,-11.0900,9.8680,0.0708,0.0460,0.5256,0.5252
main-arch,222,18,229,-11.0900,9.8024,0.1980,0.0460,0.5221,0.5326
main-arch,223,18,232,-11.0900,9.7341,0.3263,0.0460,0.5184,0.5401
main-arch,224,18,235,-11.0900,9.6415,0.4570,0.0460,0.5134,0.5477
main-arch,225,18,238,-11.0900,9.5534,0.5865,0.0460,0.5087,0.5552
main-arch,226,18,241,-11.0900,9.4575,0.7104,0.0460,0.5036,0.5624
main-arch,227,18,244,-11.0900,9.3807,0.8323,0.0460,0.4994,0.5695
main-arch,228,18,247,-11.0900,9.2796,0.9531,0.0460,0.4940,0.5765
main-arch,229,18,250,-11.0900,9.1982,1.0660,0.0460,0.4896,0.5831
main-arch,230,18,253,-11.0900,9.0805,1.1769,0.0460,0.4833,0.5895
main-arch,231,18,256,-11.0900,8.9906,1.2920,0.0460,0.4785,0.5962
main-arch,232,18,259,-11.0900,8.8812,1.4059,0.0460,0.4726,0.6028
main-arch,233,18,262,-11.0900,8.7688,1.5168,0.0460,0.4666,0.6093
main-arch,234,18,265,-11.0900,8.6536,1.6202,0.0460,0.4604,0.6153
main-arch,235,18,268,-11.0900,8.5485,1.7172,0.0460,0.4548,0.6209
main-arch,236,18,271,-11.0900,8.4223,1.8168,0.0460,0.4480,0.6267
main-arch,237,18,274,-11.0900,8.3017,1.9150,0.0460,0.4415,0.6324
main-arch,238,18,277,-11.0900,8.1733,2.0062,0.0460,0.4346,0.6377
main-arch,239,18,280,-11.0900,8.0417,2.0945,0.0460,0.4275,0.6429
main-arch,240,18,283,-11.0900,7.9094,2.1787,0.0460,0.4204,0.6478
main-arch,241,18,286,-11.0900,7.7724,2.2575,0.0460,0.4131,0.6524
main-arch,242,18,289,-11.0900,7.6333,2.3325,0.0460,0.4056,0.6567
main-arch,243,18,292,-11.0900,7.4922,2.4004,0.0460,0.3980,0.6607
main-arch,244,18,295,-11.0900,7.3461,2.4637,0.0460,0.3902,0.6644
main-arch,245,18,298,-11.0900,7.2008,2.5217,0.0460,0.3824,0.6677
main-arch,246,18,301,-11.0900,7.0505,2.5727,0.0460,0.3743,0.6707
main-arch,247,18,304,-11.0900,6.8999,2.6199,0.0460,0.3662,0.6734
main-arch,248,18,307,-11.0900,6.7472,2.6597,0.0460,0.3580,0.6758
main-arch,249,18,310,-11.0900,6.5923,2.6923,0.0460,0.3497,0.6776
main-arch,250,18,313,-11.0900,6.4362,2.7182,0.0460,0.3413,0.6792
main-arch,251,18,316,-11.0900,6.2788,2.8011,0.0460,0.3329,0.6840
main-arch,252,18,319,-11.0900,6.1214,2.8234,0.0460,0.3244,0.6853
main-arch,253,18,322,-11.0900,5.9627,2.8268,0.0460,0.3159,0.6855
main-arch,254,18,325,-11.0900,5.8038,2.8268,0.0460,0.3074,0.6855
main-arch,255,18,328,-11.0900,5.6448,2.8268,0.0460,0.2988,0.6855
main-arch,256,18,331,-11.0900,5.4859,2.8268,0.0460,0.2903,0.6855
main-arch,257,18,334,-11.0900,5.3269,2.8268,0.0460,0.2818,0.6855
main-arch,258,18,337,-11.0900,5.1680,2.8269,0.0460,0.2732,0.6855
main-arch,259,18,340,-11.0900,5.0090,2.8269,0.0460,0.2647,0.6855
main-arch,260,18,343,-11.0900,4.8501,2.8269,0.0460,0.2562,0.6855
main-arch,261,18,346,-11.0900,4.6911,2.8269,0.0460,0.2476,0.6855
main-arch,262,18,349,-11.0900,4.5322,2.8269,0.0460,0.2391,0.6855
main-arch,263,18,352,-11.0900,4.3732,2.8269,0.0460,0.2306,0.6855
main-arch,264,18,355,-11.0900,4.2143,2.8270,0.0460,0.2220,0.6855
main-arch,265,18,358,-11.0900,4.0553,2.8270,0.0460,0.2135,0.6855
main-arch,266,18,361,-11.0900,3.8964,2.8270,0.0460,0.2050,0.6855
main-arch,267,18,364,-11.0900,3.7374,2.8270,0.0460,0.1964,0.6855
main-arch,268,18,367,-11.0900,3.5785,2.8270,0.0460,0.1879,0.6855
main-arch,269,18,370,-11.0900,3.4195,2.8270,0.0460,0.1793,0.6855
main-arch,270,18,373,-11.0900,3.2606,2.8271,0.0460,0.1708,0.6855
main-arch,271,18,376,-11.0900,3.1016,2.8271,0.0460,0.1623,0.6855
main-arch,272,18,379,-11.0900,2.9427,2.8271,0.0460,0.1537,0.6855
main-arch,273,18,382,-11.0900,2.7837,2.8271,0.0460,0.1452,0.6855
main-arch,274,18,385,-11.0900,2.6248,2.8271,0.0460,0.1367,0.6855
main-arch,275,18,388,-11.0900,2.4658,2.8272,0.0460,0.1281,0.6855
main-arch,276,18,391,-11.0900,2.3069,2.8272,0.0460,0.1196,0.6855
main-arch,277,18,394,-11.0900,2.1480,2.8272,0.0460,0.1111,0.6855
main-arch,278,18,397,-11.0900,1.9890,2.8272,0.0460,0.1025,0.6855
main-arch,279,18,400,-11.0900,1.8301,2.8272,0.0460,0.0940,0.6855
main-arch,280,18,403,-11.0900,1.6711,2.8272,0.0460,0.0855,0.6855
main-arch,281,18,406,-11.0900,1.5122,2.8273,0.0460,0.0769,0.6855
main-arch,282,18,409,-11.0900,1.3532,2.8273,0.0460,0.0684,0.6855
main-arch,283,18,412,-11.0900,1.1943,2.8273,0.0460,0.0599,0.6855
main-arch,284,18,415,-11.0900,1.0353,2.8273,0.0460,0.0513,0.6855
main-arch,285,18,418,-11.0900,0.8764,2.8273,0.0460,0.0428,0.6855
main-arch,286,18,421,-11.0900,0.7174,2.8273,0.0460,0.0343,0.6855
main-arch,287,18,424,-11.0900,0.5585,2.8274,0.0460,0.0257,0.6855
main-arch,288,18,427,-11.0900,0.3995,2.8274,0.0460,0.0172,0.6855
main-arch,289,18,430,-11.0900,0.2406,2.8274,0.0460,0.0087,0.6855
main-arch,290,19,1,-9.8700,0.2409,-3.4480,0.0920,0.0087,0.3206
main-arch,291,19,4,-9.8700,0.4005,-3.4480,0.0920,0.0172,0.3206
main-arch,292,19,7,-9.8700,0.5601,-3.4480,0.0920,0.0258,0.3206
main-arch,293,19,10,-9.8700,0.7197,-3.4480,0.0920,0.0344,0.3206
main-arch,294,19,13,-9.8700,0.8792,-3.4480,0.0920,0.0429,0.3206
main-arch,295,19,16,-9.8700,1.0388,-3.4479,0.0920,0.0515,0.3206
main-arch,296,19,19,-9.8700,1.1984,-3.4479,0.0920,0.0601,0.3206
main-arch,297,19,22,-9.8700,1.3580,-3.4479,0.0920,0.0687,0.3206
main-arch,298,19,25,-9.8700,1.5176,-3.4479,0.0920,0.0772,0.3206
main-arch,299,19,28,-9.8700,1.6772,-3.4479,0.0920,0.0858,0.3206
main-arch,300,19,31,-9.8700,1.8368,-3.4479,0.0920,0.0944,0.3206
main-arch,301,19,34,-9.8700,1.9963,-3.4479,0.0920,0.1029,0.3206
main-arch,302,19,37,-9.8700,2.1559,-3.4478,0.0920,0.1115,0.3206
main-arch,303,19,40,-9.8700,2.3155,-3.4478,0.0920,0.1201,0.3206
main-arch,304,19,43,-9.8700,2.4751,-3.4478,0.0920,0.1286,0.3206
main-arch,305,19,46,-9.8700,2.6347,-3.4478,0.0920,0.1372,0.3206
main-arch,306,19,49,-9.8700,2.7943,-3.4478,0.0920,0.1458,0.3206
main-arch,307,19,52,-9.8700,2.9539,-3.4478,0.0920,0.1543,0.3206
main-arch,308,19,55,-9.8700,3.1135,-3.4478,0.0920,0.1629,0.3206
main-arch,309,19,58,-9.8700,3.2730,-3.4477,0.0920,0.1715,0.3206
main-arch,310,19,61,-9.8700,3.4326,-3.4477,0.0920,0.1801,0.3206
main-arch,311,19,64,-9.8700,3.5922,-3.4477,0.0920,0.1886,0.3206
main-arch,312,19,67,-9.8700,3.7518,-3.4477,0.0920,0.1972,0.3206
main-arch,313,19,70,-9.8700,3.9114,-3.4477,0.0920,0.2058,0.3206
main-arch,314,19,73,-9.8700,4.0710,-3.4477,0.0920,0.2143,0.3206
main-arch,315,19,76,-9.8700,4.2306,-3.4477,0.0920,0.2229,0.3206
main-arch,316,19,79,-9.8700,4.3902,-3.4477,0.0920,0.2315,0.3206
main-arch,317,19,82,-9.8700,4.5497,-3.4476,0.0920,0.2400,0.3206
main-arch,318,19,85,-9.8700,4.7093,-3.4476,0.0920,0.2486,0.3206
main-arch,319,19,88,-9.8700,4.8689,-3.4476,0.0920,0.2572,0.3206
main-arch,320,19,91,-9.8700,5.0285,-3.4476,0.0920,0.2657,0.3206
main-arch,321,19,94,-9.8700,5.1881,-3.4476,0.0920,0.2743,0.3206
main-arch,322,19,97,-9.8700,5.3477,-3.4476,0.0920,0.2829,0.3206
main-arch,323,19,100,-9.8700,5.5073,-3.4476,0.0920,0.2915,0.3206
main-arch,324,19,103,-9.8700,5.6669,-3.4475,0.0920,0.3000,0.3206
main-arch,325,19,106,-9.8700,5.8264,-3.4475,0.0920,0.3086,0.3206
main-arch,326,19,109,-9.8700,5.9860,-3.4475,0.0920,0.3172,0.3206
