zone,pixel_id,universe,channel,cat_x,cat_y,cat_z,x_norm,y_norm,z_norm
mini-arch-left,883,23,247,-9.8490,0.8739,-4.9007,0.0928,0.0427,0.2361
mini-arch-left,884,23,250,-9.8490,0.7150,-4.9030,0.0928,0.0341,0.2359
mini-arch-left,885,23,253,-9.8490,0.5561,-4.9052,0.0928,0.0256,0.2358
mini-arch-left,886,23,256,-9.8490,0.3972,-4.9075,0.0928,0.0171,0.2357
mini-arch-left,887,23,259,-9.8490,0.2383,-4.9097,0.0928,0.0085,0.2356
mini-arch-left,888,23,262,-9.8490,0.0794,-4.9120,0.0928,0.0000,0.2354
mini-arch-left,889,24,1,-8.6300,0.0803,-7.6986,0.1387,0.0000,0.0734
mini-arch-left,890,24,4,-8.6300,0.2408,-7.7010,0.1387,0.0087,0.0732
mini-arch-left,891,24,7,-8.6300,0.4013,-7.7034,0.1387,0.0173,0.0731
mini-arch-left,892,24,10,-8.6300,0.5618,-7.7058,0.1387,0.0259,0.0729
mini-arch-left,893,24,13,-8.6300,0.7224,-7.7082,0.1387,0.0345,0.0728
mini-arch-left,894,24,16,-8.6300,0.8829,-7.7106,0.1387,0.0431,0.0727
mini-arch-left,895,24,19,-8.6300,1.0434,-7.7131,0.1387,0.0518,0.0725
mini-arch-left,896,24,22,-8.6300,1.2039,-7.7155,0.1387,0.0604,0.0724
mini-arch-left,897,24,25,-8.6300,1.3644,-7.7179,0.1387,0.0690,0.0722
mini-arch-left,898,24,28,-8.6300,1.5250,-7.7203,0.1387,0.0776,0.0721
mini-arch-left,899,24,31,-8.6300,1.6855,-7.7227,0.1387,0.0862,0.0720
mini-arch-left,900,24,34,-8.6300,1.8460,-7.7251,0.1387,0.0949,0.0718
mini-arch-left,901,24,37,-8.6300,2.0065,-7.7275,0.1387,0.1035,0.0717
mini-arch-left,902,24,40,-8.6300,2.1671,-7.7300,0.1387,0.1121,0.0715
mini-arch-left,903,24,43,-8.6300,2.3276,-7.7324,0.1387,0.1207,0.0714
mini-arch-left,904,24,46,-8.6300,2.4881,-7.7348,0.1387,0.1293,0.0713
mini-arch-left,905,24,49,-8.6300,2.6414,-7.7033,0.1387,0.1376,0.0731
mini-arch-left,906,24,52,-8.6300,2.7958,-7.6616,0.1387,0.1459,0.0755
mini-arch-left,907,24,55,-8.6300,2.9524,-7.6344,0.1387,0.1543,0.0771
mini-arch-left,908,24,58,-8.6300,3.1107,-7.6093,0.1387,0.1628,0.0786
mini-arch-left,909,24,61,-8.6300,3.2670,-7.5767,0.1387,0.1712,0.0805
mini-arch-left,910,24,64,-8.6300,3.4220,-7.5355,0.1387,0.1795,0.0829
mini-arch-left,911,24,67,-8.6300,3.5671,-7.4870,0.1387,0.1873,0.0857
mini-arch-left,912,24,70,-8.6300,3.6667,-7.4515,0.1387,0.1926,0.0877
mini-arch-left,913,24,73,-8.6300,3.8052,-7.4069,0.1387,0.2001,0.0903
mini-arch-left,914,24,76,-8.6300,3.9384,-7.3348,0.1387,0.2072,0.0945
mini-arch-left,915,24,79,-8.6300,4.0853,-7.2776,0.1387,0.2151,0.0979
mini-arch-left,916,24,82,-8.6300,4.1609,-7.2404,0.1387,0.2192,0.1000
mini-arch-left,917,24,85,-8.6300,4.2649,-7.1877,0.1387,0.2247,0.1031
mini-arch-left,918,24,88,-8.6300,4.3332,-7.1424,0.1387,0.2284,0.1057
mini-arch-left,919,24,91,-8.6300,4.4303,-7.0859,0.1387,0.2336,0.1090
mini-arch-left,920,24,94,-8.6300,4.5070,-7.0259,0.1387,0.2377,0.1125
mini-arch-left,921,24,97,-8.6300,4.5794,-6.9597,0.1387,0.2416,0.1163
mini-arch-left,922,24,100,-8.6300,4.6813,-6.8752,0.1387,0.2471,0.1213
mini-arch-left,923,24,103,-8.6300,4.7972,-6.8020,0.1387,0.2533,0.1255
mini-arch-left,924,24,106,-8.6300,4.8986,-6.7218,0.1387,0.2588,0.1302
mini-arch-left,925,24,109,-8.6300,4.9605,-6.6469,0.1387,0.2621,0.1345
mini-arch-left,926,24,112,-8.6300,5.0157,-6.5729,0.1387,0.2651,0.1388
mini-arch-left,927,24,115,-8.6300,5.0734,-6.5023,0.1387,0.2682,0.1429
mini-arch-left,928,24,118,-8.6300,5.1684,-6.4567,0.1387,0.2733,0.1456
mini-arch-left,929,24,121,-8.6300,5.0734,-6.4110,0.1387,0.2682,0.1482
mini-arch-left,930,24,124,-8.6300,5.0157,-6.3404,0.1387,0.2651,0.1524
mini-arch-left,931,24,127,-8.6300,4.9605,-6.2664,0.1387,0.2621,0.1567
mini-arch-left,932,24,130,-8.6300,4.8986,-6.1915,0.1387,0.2588,0.1610
mini-arch-left,933,24,133,-8.6300,4.7972,-6.1113,0.1387,0.2533,0.1657
mini-arch-left,934,24,136,-8.6300,4.6813,-6.0381,0.1387,0.2471,0.1699
mini-arch-left,935,24,139,-8.6300,4.5794,-5.9536,0.1387,0.2416,0.1748
mini-arch-left,936,24,142,-8.6300,4.5070,-5.8874,0.1387,0.2377,0.1787
mini-arch-left,937,24,145,-8.6300,4.4303,-5.8274,0.1387,0.2336,0.1822
mini-arch-left,938,24,148,-8.6300,4.3332,-5.7709,0.1387,0.2284,0.1855
mini-arch-left,939,24,151,-8.6300,4.2649,-5.7256,0.1387,0.2247,0.1881
mini-arch-left,940,24,154,-8.6300,4.1610,-5.6729,0.1387,0.2192,0.1912
mini-arch-left,941,24,157,-8.6300,4.0853,-5.6357,0.1387,0.2151,0.1933
mini-arch-left,942,24,160,-8.6300,3.9384,-5.5785,0.1387,0.2072,0.1967
mini-arch-left,943,24,163,-8.6300,3.8052,-5.5064,0.1387,0.2001,0.2009
mini-arch-left,944,24,166,-8.6300,3.6667,-5.4618,0.1387,0.1926,0.2034
mini-arch-left,945,24,169,-8.6300,3.5671,-5.4263,0.1387,0.1873,0.2055
mini-arch-left,946,24,172,-8.6300,3.4220,-5.3778,0.1387,0.1795,0.2083
mini-arch-left,947,24,175,-8.6300,3.2670,-5.3366,0.1387,0.1712,0.2107
mini-arch-left,948,24,178,-8.6300,3.1107,-5.3040,0.1387,0.1628,0.2126
mini-arch-left,949,24,181,-8.6300,2.9524,-5.2789,0.1387,0.1543,0.2141
mini-arch-left,950,24,184,-8.6300,2.7958,-5.2518,0.1387,0.1459,0.2157
mini-arch-left,951,24,187,-8.6300,2.6414,-5.2120,0.1387,0.1376,0.2180
mini-arch-left,952,24,190,-8.6300,2.4881,-5.1805,0.1387,0.1293,0.2198
mini-arch-left,953,24,193,-8.6300,2.3276,-5.1829,0.1387,0.1207,0.2197
mini-arch-left,954,24,196,-8.6300,2.1671,-5.1853,0.1387,0.1121,0.2195
mini-arch-left,955,24,199,-8.6300,2.0065,-5.1877,0.1387,0.1035,0.2194
mini-arch-left,956,24,202,-8.6300,1.8460,-5.1902,0.1387,0.0949,0.2192
mini-arch-left,957,24,205,-8.6300,1.6855,-5.1926,0.1387,0.0862,0.2191
mini-arch-left,958,24,208,-8.6300,1.5250,-5.1950,0.1387,0.0776,0.2190
mini-arch-left,959,24,211,-8.6300,1.3644,-5.1974,0.1387,0.0690,0.2188
mini-arch-left,960,24,214,-8.6300,1.2039,-5.1998,0.1387,0.0604,0.2187
mini-arch-left,961,24,217,-8.6300,1.0434,-5.2022,0.1387,0.0518,0.2185
mini-arch-left,962,24,220,-8.6300,0.8829,-5.2046,0.1387,0.0431,0.2184
mini-arch-left,963,24,223,-8.6300,0.7224,-5.2071,0.1387,0.0345,0.2183
mini-arch-left,964,24,226,-8.6300,0.5618,-5.2095,0.1387,0.0259,0.2181
mini-arch-left,965,24,229,-8.6300,0.4013,-5.2119,0.1387,0.0173,0.2180
mini-arch-left,966,24,232,-8.6300,0.2408,-5.2143,0.1387,0.0087,0.2178
mini-arch-left,967,24,235,-8.6300,0.0803,-5.2167,0.1387,0.0000,0.2177
mini-arch-left,968,25,1,-7.4110,0.0798,-7.3938,0.1847,0.0000,0.0911
mini-arch-left,969,25,4,-7.4110,0.2395,-7.3963,0.1847,0.0086,0.0909
mini-arch-left,970,25,7,-7.4110,0.3991,-7.3988,0.1847,0.0172,0.0908
mini-arch-left,971,25,10,-7.4110,0.5588,-7.4013,0.1847,0.0257,0.0907
mini-arch-left,972,25,13,-7.4110,0.7185,-7.4038,0.1847,0.0343,0.0905
mini-arch-left,973,25,16,-7.4110,0.8781,-7.4063,0.1847,0.0429,0.0904
mini-arch-left,974,25,19,-7.4110,1.0378,-7.4088,0.1847,0.0515,0.0902
mini-arch-left,975,25,22,-7.4110,1.1974,-7.4113,0.1847,0.0600,0.0901
mini-arch-left,976,25,25,-7.4110,1.3571,-7.4138,0.1847,0.0686,0.0899
mini-arch-left,977,25,28,-7.4110,1.5167,-7.4163,0.1847,0.0772,0.0898
mini-arch-left,978,25,31,-7.4110,1.6764,-7.4188,0.1847,0.0858,0.0896
mini-arch-left,979,25,34,-7.4110,1.8360,-7.4213,0.1847,0.0943,0.0895
mini-arch-left,980,25,37,-7.4110,1.9957,-7.4238,0.1847,0.1029,0.0893
mini-arch-left,981,25,40,-7.4110,2.1554,-7.4263,0.1847,0.1115,0.0892
mini-arch-left,982,25,43,-7.4110,2.3150,-7.4288,0.1847,0.1200,0.0891
mini-arch-left,983,25,46,-7.4110,2.4747,-7.4313,0.1847,0.1286,0.0889
mini-arch-left,984,25,49,-7.4110,2.6273,-7.4007,0.1847,0.1368,0.0907
mini-arch-left,985,25,52,-7.4110,2.7480,-7.3623,0.1847,0.1433,0.0929
mini-arch-left,986,25,55,-7.4110,2.8419,-7.3131,0.1847,0.1483,0.0958
mini-arch-left,987,25,58,-7.4110,3.0005,-7.2949,0.1847,0.1569,0.0968
mini-arch-left,988,25,61,-7.4110,3.1563,-7.2693,0.1847,0.1652,0.0983
mini-arch-left,989,25,64,-7.4110,3.3001,-7.2296,0.1847,0.1729,0.1006
mini-arch-left,990,25,67,-7.4110,3.4235,-7.1918,0.1847,0.1796,0.1028
mini-arch-left,991,25,70,-7.4110,3.5632,-7.1557,0.1847,0.1871,0.1049
mini-arch-left,992,25,73,-7.4110,3.6638,-7.1102,0.1847,0.1925,0.1076
mini-arch-left,993,25,76,-7.4110,3.7410,-7.0721,0.1847,0.1966,0.1098
mini-arch-left,994,25,79,-7.4110,3.8315,-7.0395,0.1847,0.2015,0.1117
mini-arch-left,995,25,82,-7.4110,3.9278,-6.9967,0.1847,0.2066,0.1142
mini-arch-left,996,25,85,-7.4110,4.0673,-6.9364,0.1847,0.2141,0.1177
mini-arch-left,997,25,88,-7.4110,4.1538,-6.8700,0.1847,0.2188,0.1216
mini-arch-left,998,25,91,-7.4110,4.2093,-6.8147,0.1847,0.2218,0.1248
mini-arch-left,999,25,94,-7.4110,4.2509,-6.7701,0.1847,0.2240,0.1274
mini-arch-left,1000,25,97,-7.4110,4.3268,-6.7326,0.1847,0.2281,0.1295
mini-arch-left,1001,25,100,-7.4110,4.4072,-6.6880,0.1847,0.2324,0.1321
mini-arch-left,1002,25,103,-7.4110,4.4825,-6.6376,0.1847,0.2364,0.1351
mini-arch-left,1003,25,106,-7.4110,4.5397,-6.5927,0.1847,0.2395,0.1377
mini-arch-left,1004,25,109,-7.4110,4.6255,-6.5414,0.1847,0.2441,0.1407
mini-arch-left,1005,25,112,-7.4110,4.7015,-6.4841,0.1847,0.2482,0.1440
mini-arch-left,1006,25,115,-7.4110,4.7016,-6.4179,0.1847,0.2482,0.1478
mini-arch-left,1007,25,118,-7.4110,4.6255,-6.3517,0.1847,0.2441,0.1517
mini-arch-left,1008,25,121,-7.4110,4.5398,-6.2945,0.1847,0.2395,0.1550
mini-arch-left,1009,25,124,-7.4110,4.4825,-6.2431,0.1847,0.2364,0.1580
mini-arch-left,1010,25,127,-7.4110,4.4073,-6.1983,0.1847,0.2324,0.1606
mini-arch-left,1011,25,130,-7.4110,4.3267,-6.1479,0.1847,0.2281,0.1635
mini-arch-left,1012,25,133,-7.4110,4.2510,-6.1033,0.1847,0.2240,0.1661
mini-arch-left,1013,25,136,-7.4110,4.2094,-6.0657,0.1847,0.2218,0.1683
mini-arch-left,1014,25,139,-7.4110,4.1537,-6.0212,0.1847,0.2188,0.1709
mini-arch-left,1015,25,142,-7.4110,4.0674,-5.9658,0.1847,0.2141,0.1741
mini-arch-left,1016,25,145,-7.4110,3.9279,-5.8995,0.1847,0.2066,0.1780
mini-arch-left,1017,25,148,-7.4110,3.8316,-5.8392,0.1847,0.2015,0.1815
mini-arch-left,1018,25,151,-7.4110,3.7411,-5.7963,0.1847,0.1966,0.1840
mini-arch-left,1019,25,154,-7.4110,3.6639,-5.7638,0.1847,0.1925,0.1859
mini-arch-left,1020,25,157,-7.4110,3.5632,-5.7257,0.1847,0.1871,0.1881
mini-arch-left,1021,25,160,-7.4110,3.4236,-5.6801,0.1847,0.1796,0.1908
mini-arch-left,1022,25,163,-7.4110,3.3002,-5.6441,0.1847,0.1729,0.1928
mini-arch-left,1023,25,166,-7.4110,3.1564,-5.6063,0.1847,0.1652,0.1950
mini-arch-left,1024,25,169,-7.4110,3.0005,-5.5665,0.1847,0.1569,0.1974
mini-arch-left,1025,25,172,-7.4110,2.8419,-5.5410,0.1847,0.1483,0.1988
mini-arch-left,1026,25,175,-7.4110,2.7480,-5.5228,0.1847,0.1433,0.1999
mini-arch-left,1027,25,178,-7.4110,2.6274,-5.5146,0.1847,0.1368,0.2004
mini-arch-left,1028,25,181,-7.4110,2.4747,-5.4842,0.1847,0.1286,0.2021
mini-arch-left,1029,25,184,-7.4110,2.3150,-5.4867,0.1847,0.1200,0.2020
mini-arch-left,1030,25,187,-7.4110,2.1554,-5.4891,0.1847,0.1115,0.2019
mini-arch-left,1031,25,190,-7.4110,1.9957,-5.4916,0.1847,0.1029,0.2017
mini-arch-left,1032,25,193,-7.4110,1.8360,-5.4941,0.1847,0.0943,0.2016
mini-arch-left,1033,25,196,-7.4110,1.6764,-5.4966,0.1847,0.0858,0.2014
mini-arch-left,1034,25,199,-7.4110,1.5167,-5.4991,0.1847,0.0772,0.2013
mini-arch-left,1035,25,202,-7.4110,1.3571,-5.5016,0.1847,0.0686,0.2011
mini-arch-left,1036,25,205,-7.4110,1.1974,-5.5041,0.1847,0.0600,0.2010
mini-arch-left,1037,25,208,-7.4110,1.0378,-5.5066,0.1847,0.0515,0.2008
mini-arch-left,1038,25,211,-7.4110,0.8781,-5.5090,0.1847,0.0429,0.2007
mini-arch-left,1039,25,214,-7.4110,0.7185,-5.5115,0.1847,0.0343,0.2006
mini-arch-left,1040,25,217,-7.4110,0.5588,-5.5140,0.1847,0.0257,0.2004
mini-arch-left,1041,25,220,-7.4110,0.3991,-5.5165,0.1847,0.0172,0.2003
mini-arch-left,1042,25,223,-7.4110,0.2395,-5.5190,0.1847,0.0086,0.2001
mini-arch-left,1043,25,226,-7.4110,0.0798,-5.5215,0.1847,0.0000,0.2000
mini-arch-left,1044,26,1,-6.1920,0.0804,-7.0891,0.2307,0.0001,0.1088
mini-arch-left,1045,26,4,-6.1920,0.2413,-7.0917,0.2307,0.0087,0.1087
mini-arch-left,1046,26,7,-6.1920,0.4021,-7.0943,0.2307,0.0173,0.1085
mini-arch-left,1047,26,10,-6.1920,0.5630,-7.0969,0.2307,0.0260,0.1084
mini-arch-left,1048,26,13,-6.1920,0.7238,-7.0996,0.2307,0.0346,0.1082
mini-arch-left,1049,26,16,-6.1920,0.8847,-7.1022,0.2307,0.0432,0.1081
mini-arch-left,1050,26,19,-6.1920,1.0455,-7.1048,0.2307,0.0519,0.1079
mini-arch-left,1051,26,22,-6.1920,1.2064,-7.1074,0.2307,0.0605,0.1077
mini-arch-left,1052,26,25,-6.1920,1.3672,-7.1101,0.2307,0.0691,0.1076
mini-arch-left,1053,26,28,-6.1920,1.5281,-7.1127,0.2307,0.0778,0.1074
mini-arch-left,1054,26,31,-6.1920,1.6889,-7.1153,0.2307,0.0864,0.1073
mini-arch-left,1055,26,34,-6.1920,1.8498,-7.1179,0.2307,0.0951,0.1071
mini-arch-left,1056,26,37,-6.1920,2.0106,-7.1206,0.2307,0.1037,0.1070
mini-arch-left,1057,26,40,-6.1920,2.1715,-7.1232,0.2307,0.1123,0.1068
mini-arch-left,1058,26,43,-6.1920,2.3323,-7.1258,0.2307,0.1210,0.1067
mini-arch-left,1059,26,46,-6.1920,2.4932,-7.1284,0.2307,0.1296,0.1065
mini-arch-left,1060,26,49,-6.1920,2.6457,-7.0899,0.2307,0.1378,0.1088
mini-arch-left,1061,26,52,-6.1920,2.7386,-7.0679,0.2307,0.1428,0.1100
mini-arch-left,1062,26,55,-6.1920,2.7241,-7.0222,0.2307,0.1420,0.1127
mini-arch-left,1063,26,58,-6.1920,2.8841,-7.0035,0.2307,0.1506,0.1138
mini-arch-left,1064,26,61,-6.1920,3.0409,-6.9819,0.2307,0.1590,0.1150
mini-arch-left,1065,26,64,-6.1920,3.1918,-6.9541,0.2307,0.1671,0.1167
mini-arch-left,1066,26,67,-6.1920,3.3153,-6.9183,0.2307,0.1738,0.1187
mini-arch-left,1067,26,70,-6.1920,3.4698,-6.8746,0.2307,0.1820,0.1213
mini-arch-left,1068,26,73,-6.1920,3.5232,-6.8447,0.2307,0.1849,0.1230
mini-arch-left,1069,26,76,-6.1920,3.5407,-6.8272,0.2307,0.1859,0.1240
mini-arch-left,1070,26,79,-6.1920,3.6308,-6.7965,0.2307,0.1907,0.1258
mini-arch-left,1071,26,82,-6.1920,3.7379,-6.7550,0.2307,0.1964,0.1282
mini-arch-left,1072,26,85,-6.1920,3.8546,-6.7068,0.2307,0.2027,0.1310
mini-arch-left,1073,26,88,-6.1920,3.9143,-6.6655,0.2307,0.2059,0.1334
mini-arch-left,1074,26,91,-6.1920,3.9681,-6.6367,0.2307,0.2088,0.1351
mini-arch-left,1075,26,94,-6.1920,4.0070,-6.5963,0.2307,0.2109,0.1375
mini-arch-left,1076,26,97,-6.1920,4.1129,-6.5512,0.2307,0.2166,0.1401
mini-arch-left,1077,26,100,-6.1920,4.1702,-6.5106,0.2307,0.2197,0.1425
mini-arch-left,1078,26,103,-6.1920,4.2286,-6.4743,0.2307,0.2228,0.1446
mini-arch-left,1079,26,106,-6.1920,4.2287,-6.4239,0.2307,0.2228,0.1475
mini-arch-left,1080,26,109,-6.1920,4.1702,-6.3735,0.2307,0.2197,0.1504
mini-arch-left,1081,26,112,-6.1920,4.1129,-6.3372,0.2307,0.2166,0.1525
mini-arch-left,1082,26,115,-6.1920,4.0071,-6.2966,0.2307,0.2109,0.1549
mini-arch-left,1083,26,118,-6.1920,3.9682,-6.2515,0.2307,0.2088,0.1575
mini-arch-left,1084,26,121,-6.1920,3.9143,-6.2111,0.2307,0.2059,0.1599
mini-arch-left,1085,26,124,-6.1920,3.8546,-6.1823,0.2307,0.2027,0.1615
mini-arch-left,1086,26,127,-6.1920,3.7379,-6.1410,0.2307,0.1964,0.1639
mini-arch-left,1087,26,130,-6.1920,3.6308,-6.0928,0.2307,0.1907,0.1668
mini-arch-left,1088,26,133,-6.1920,3.5407,-6.0513,0.2307,0.1859,0.1692
mini-arch-left,1089,26,136,-6.1920,3.5232,-6.0206,0.2307,0.1849,0.1710
mini-arch-left,1090,26,139,-6.1920,3.4698,-6.0031,0.2307,0.1820,0.1720
mini-arch-left,1091,26,142,-6.1920,3.3153,-5.9733,0.2307,0.1738,0.1737
mini-arch-left,1092,26,145,-6.1920,3.1918,-5.9295,0.2307,0.1671,0.1762
mini-arch-left,1093,26,148,-6.1920,3.0410,-5.8937,0.2307,0.1590,0.1783
mini-arch-left,1094,26,151,-6.1920,2.8842,-5.8659,0.2307,0.1506,0.1799
mini-arch-left,1095,26,154,-6.1920,2.7241,-5.8443,0.2307,0.1420,0.1812
mini-arch-left,1096,26,157,-6.1920,2.7387,-5.8256,0.2307,0.1428,0.1823
mini-arch-left,1097,26,160,-6.1920,2.6457,-5.8254,0.2307,0.1378,0.1823
mini-arch-left,1098,26,163,-6.1920,2.4932,-5.7870,0.2307,0.1296,0.1845
mini-arch-left,1099,26,166,-6.1920,2.3323,-5.7897,0.2307,0.1210,0.1844
mini-arch-left,1100,26,169,-6.1920,2.1715,-5.7923,0.2307,0.1123,0.1842
mini-arch-left,1101,26,172,-6.1920,2.0106,-5.7949,0.2307,0.1037,0.1841
mini-arch-left,1102,26,175,-6.1920,1.8498,-5.7975,0.2307,0.0951,0.1839
mini-arch-left,1103,26,178,-6.1920,1.6889,-5.8001,0.2307,0.0864,0.1838
mini-arch-left,1104,26,181,-6.1920,1.5281,-5.8027,0.2307,0.0778,0.1836
mini-arch-left,1105,26,184,-6.1920,1.3672,-5.8053,0.2307,0.0691,0.1835
mini-arch-left,1106,26,187,-6.1920,1.2064,-5.8079,0.2307,0.0605,0.1833
mini-arch-left,1107,26,190,-6.1920,1.0455,-5.8105,0.2307,0.0519,0.1832
mini-arch-left,1108,26,193,-6.1920,0.8847,-5.8132,0.2307,0.0432,0.1830
mini-arch-left,1109,26,196,-6.1920,0.7238,-5.8158,0.2307,0.0346,0.1829
mini-arch-left,1110,26,199,-6.1920,0.5630,-5.8184,0.2307,0.0260,0.1827
mini-arch-left,1111,26,202,-6.1920,0.4021,-5.8210,0.2307,0.0173,0.1826
mini-arch-left,1112,26,205,-6.1920,0.2413,-5.8236,0.2307,0.0087,0.1824
mini-arch-left,1113,26,208,-6.1920,0.0804,-5.8262,0.2307,0.0001,0.1823
mini-arch-right,1114,27,1,-11.0690,0.0794,3.8839,0.0468,0.0000,0.7469
mini-arch-right,1115,27,4,-11.0690,0.2383,3.8818,0.0468,0.0085,0.7468
mini-arch-right,1116,27,7,-11.0690,0.3972,3.8796,0.0468,0.0171,0.7467
mini-arch-right,1117,27,10,-11.0690,0.5561,3.8774,0.0468,0.0256,0.7466
mini-arch-right,1118,27,13,-11.0690,0.7150,3.8752,0.0468,0.0341,0.7464
mini-arch-right,1119,27,16,-11.0690,0.8739,3.8730,0.0468,0.0427,0.7463
mini-arch-right,1120,27,19,-11.0690,1.0328,3.8708,0.0468,0.0512,0.7462
mini-arch-right,1121,27,22,-11.0690,1.1917,3.8686,0.0468,0.0597,0.7461
mini-arch-right,1122,27,25,-11.0690,1.3506,3.8665,0.0468,0.0683,0.7459
mini-arch-right,1123,27,28,-11.0690,1.5095,3.8643,0.0468,0.0768,0.7458
mini-arch-right,1124,27,31,-11.0690,1.6684,3.8621,0.0468,0.0853,0.7457
mini-arch-right,1125,27,34,-11.0690,1.8273,3.8599,0.0468,0.0939,0.7455
mini-arch-right,1126,27,37,-11.0690,1.9862,3.8577,0.0468,0.1024,0.7454
mini-arch-right,1127,27,40,-11.0690,2.1451,3.8555,0.0468,0.1109,0.7453
mini-arch-right,1128,27,43,-11.0690,2.3040,3.8533,0.0468,0.1195,0.7452
mini-arch-right,1129,27,46,-11.0690,2.4629,3.8511,0.0468,0.1280,0.7450
mini-arch-right,1130,27,49,-11.0690,2.6186,3.8640,0.0468,0.1363,0.7458
mini-arch-right,1131,27,52,-11.0690,2.7720,3.9023,0.0468,0.1446,0.7480
mini-arch-right,1132,27,55,-11.0690,2.9221,3.9388,0.0468,0.1526,0.7501
mini-arch-right,1133,27,58,-11.0690,3.0801,3.9866,0.0468,0.1611,0.7529
mini-arch-right,1134,27,61,-11.0690,3.2373,4.0064,0.0468,0.1696,0.7541
mini-arch-right,1135,27,64,-11.0690,3.3911,4.0376,0.0468,0.1778,0.7559
mini-arch-right,1136,27,67,-11.0690,3.5455,4.0752,0.0468,0.1861,0.7581
mini-arch-right,1137,27,70,-11.0690,3.6980,4.1156,0.0468,0.1943,0.7604
mini-arch-right,1138,27,73,-11.0690,3.8417,4.1688,0.0468,0.2020,0.7635
mini-arch-right,1139,27,76,-11.0690,3.9634,4.2152,0.0468,0.2086,0.7662
mini-arch-right,1140,27,79,-11.0690,4.0728,4.2492,0.0468,0.2144,0.7682
mini-arch-right,1141,27,82,-11.0690,4.1768,4.2920,0.0468,0.2200,0.7707
mini-arch-right,1142,27,85,-11.0690,4.2796,4.3420,0.0468,0.2255,0.7736
mini-arch-right,1143,27,88,-11.0690,4.3875,4.3943,0.0468,0.2313,0.7766
mini-arch-right,1144,27,91,-11.0690,4.5176,4.4597,0.0468,0.2383,0.7804
mini-arch-right,1145,27,94,-11.0690,4.6502,4.5397,0.0468,0.2454,0.7851
mini-arch-right,1146,27,97,-11.0690,4.7926,4.6135,0.0468,0.2531,0.7894
mini-arch-right,1147,27,100,-11.0690,4.8925,4.6847,0.0468,0.2584,0.7935
mini-arch-right,1148,27,103,-11.0690,4.9930,4.7597,0.0468,0.2638,0.7979
mini-arch-right,1149,27,106,-11.0690,5.0875,4.8317,0.0468,0.2689,0.8021
mini-arch-right,1150,27,109,-11.0690,5.1801,4.9047,0.0468,0.2739,0.8063
mini-arch-right,1151,27,112,-11.0690,5.2705,4.9793,0.0468,0.2787,0.8106
mini-arch-right,1152,27,115,-11.0690,5.3123,5.0516,0.0468,0.2810,0.8149
mini-arch-right,1153,27,118,-11.0690,5.3570,5.1196,0.0468,0.2834,0.8188
mini-arch-right,1154,27,121,-11.0690,5.4897,5.1722,0.0468,0.2905,0.8219
mini-arch-right,1155,27,124,-11.0690,5.5160,5.2286,0.0468,0.2919,0.8251
mini-arch-right,1156,27,127,-11.0690,5.5521,5.3003,0.0468,0.2939,0.8293
mini-arch-right,1157,27,130,-11.0690,5.6354,5.3640,0.0468,0.2983,0.8330
mini-arch-right,1158,27,133,-11.0690,5.7150,5.4229,0.0468,0.3026,0.8364
mini-arch-right,1159,27,136,-11.0690,5.7411,5.4907,0.0468,0.3040,0.8404
mini-arch-right,1160,27,139,-11.0690,5.7658,5.5663,0.0468,0.3053,0.8448
mini-arch-right,1161,27,142,-11.0690,5.8785,5.6369,0.0468,0.3114,0.8489
mini-arch-right,1162,27,145,-11.0690,5.9372,5.7019,0.0468,0.3145,0.8527
mini-arch-right,1163,27,148,-11.0690,5.9373,5.7739,0.0468,0.3145,0.8569
mini-arch-right,1164,27,151,-11.0690,5.8784,5.8458,0.0468,0.3114,0.8610
mini-arch-right,1165,27,154,-11.0690,5.7659,5.9109,0.0468,0.3053,0.8648
mini-arch-right,1166,27,157,-11.0690,5.7412,5.9814,0.0468,0.3040,0.8689
mini-arch-right,1167,27,160,-11.0690,5.7152,6.0570,0.0468,0.3026,0.8733
mini-arch-right,1168,27,163,-11.0690,5.6353,6.1248,0.0468,0.2983,0.8773
mini-arch-right,1169,27,166,-11.0690,5.5522,6.1838,0.0468,0.2939,0.8807
mini-arch-right,1170,27,169,-11.0690,5.5161,6.2474,0.0468,0.2919,0.8844
mini-arch-right,1171,27,172,-11.0690,5.4896,6.3191,0.0468,0.2905,0.8886
mini-arch-right,1172,27,175,-11.0690,5.3570,6.3755,0.0468,0.2834,0.8918
mini-arch-right,1173,27,178,-11.0690,5.3124,6.4281,0.0468,0.2810,0.8949
mini-arch-right,1174,27,181,-11.0690,5.2706,6.4961,0.0468,0.2787,0.8989
mini-arch-right,1175,27,184,-11.0690,5.1802,6.5684,0.0468,0.2739,0.9031
mini-arch-right,1176,27,187,-11.0690,5.0876,6.6430,0.0468,0.2689,0.9074
mini-arch-right,1177,27,190,-11.0690,4.9931,6.7160,0.0468,0.2638,0.9116
mini-arch-right,1178,27,193,-11.0690,4.8926,6.7880,0.0468,0.2584,0.9158
mini-arch-right,1179,27,196,-11.0690,4.7927,6.8630,0.0468,0.2531,0.9202
mini-arch-right,1180,27,199,-11.0690,4.6502,6.9342,0.0468,0.2454,0.9243
mini-arch-right,1181,27,202,-11.0690,4.5177,7.0080,0.0468,0.2383,0.9286
mini-arch-right,1182,27,205,-11.0690,4.3876,7.0880,0.0468,0.2313,0.9333
