pixel_index,arch_index,position_along_arch,x_screen,y_screen,uv_x,uv_y,universe,channel
2658,3,0.8534,1091.0,269.2,0.8534,0.3383,35,235
2659,3,0.8549,1091.2,270.2,0.8549,0.3350,35,238
2660,3,0.8563,1091.3,271.1,0.8563,0.3317,35,241
2661,3,0.8578,1091.5,272.1,0.8578,0.3283,35,244
2662,3,0.8592,1091.6,273.0,0.8592,0.3250,35,247
2663,3,0.8607,1091.7,274.0,0.8607,0.3217,35,250
2664,3,0.8621,1091.9,275.0,0.8621,0.3183,35,253
2665,3,0.8636,1092.0,275.9,0.8636,0.3150,35,256
2666,3,0.8650,1092.1,276.9,0.8650,0.3117,35,259
2667,3,0.8665,1092.3,277.8,0.8665,0.3084,35,262
2668,3,0.8679,1092.4,278.8,0.8679,0.3050,35,265
2669,3,0.8694,1092.5,279.7,0.8694,0.3017,35,268
2670,3,0.8708,1092.6,280.7,0.8708,0.2984,35,271
2671,3,0.8723,1092.7,281.6,0.8723,0.2950,35,274
2672,3,0.8737,1092.9,282.6,0.8737,0.2917,35,277
2673,3,0.8752,1093.0,283.5,0.8752,0.2884,35,280
2674,3,0.8766,1093.1,284.5,0.8766,0.2850,35,283
2675,3,0.8781,1093.2,285.4,0.8781,0.2817,35,286
2676,3,0.8795,1093.3,286.4,0.8795,0.2783,35,289
2677,3,0.8810,1093.5,287.3,0.8810,0.2750,35,292
2678,3,0.8824,1093.6,288.3,0.8824,0.2717,35,295
2679,3,0.8839,1093.7,289.3,0.8839,0.2683,35,298
2680,3,0.8853,1093.8,290.2,0.8853,0.2650,35,301
2681,3,0.8868,1093.9,291.2,0.8868,0.2616,35,304
2682,3,0.8882,1094.0,292.1,0.8882,0.2583,35,307
2683,3,0.8897,1094.1,293.1,0.8897,0.2550,35,310
2684,3,0.8911,1094.2,294.0,0.8911,0.2516,35,313
2685,3,0.8926,1094.3,295.0,0.8926,0.2483,35,316
2686,3,0.8940,1094.4,295.9,0.8940,0.2449,35,319
2687,3,0.8955,1094.5,296.9,0.8955,0.2416,35,322
2688,3,0.8970,1094.6,297.9,0.8970,0.2383,35,325
2689,3,0.8984,1094.7,298.8,0.8984,0.2349,35,328
2690,3,0.8999,1094.8,299.8,0.8999,0.2316,35,331
2691,3,0.9013,1094.9,300.7,0.9013,0.2282,35,334
2692,3,0.9028,1095.0,301.7,0.9028,0.2249,35,337
2693,3,0.9042,1095.1,302.6,0.9042,0.2215,35,340
2694,3,0.9057,1095.2,303.6,0.9057,0.2182,35,343
2695,3,0.9071,1095.2,304.6,0.9071,0.2148,35,346
2696,3,0.9086,1095.3,305.5,0.9086,0.2115,35,349
2697,3,0.9100,1095.4,306.5,0.9100,0.2081,35,352
2698,3,0.9115,1095.5,307.4,0.9115,0.2048,35,355
2699,3,0.9129,1095.6,308.4,0.9129,0.2014,35,358
2700,3,0.9144,1095.7,309.3,0.9144,0.1981,35,361
2701,3,0.9158,1095.7,310.3,0.9158,0.1947,35,364
2702,3,0.9173,1095.8,311.3,0.9173,0.1914,35,367
2703,3,0.9187,1095.9,312.2,0.9187,0.1880,35,370
2704,3,0.9202,1096.0,313.2,0.9202,0.1847,35,373
2705,3,0.9216,1096.0,314.1,0.9216,0.1813,35,376
2706,3,0.9231,1096.1,315.1,0.9231,0.1780,35,379
2707,3,0.9245,1096.2,316.1,0.9245,0.1746,35,382
2708,3,0.9260,1096.3,317.0,0.9260,0.1713,35,385
2709,3,0.9274,1096.3,318.0,0.9274,0.1679,35,388
2710,3,0.9289,1096.4,318.9,0.9289,0.1646,35,391
2711,3,0.9303,1096.5,319.9,0.9303,0.1612,35,394
2712,3,0.9318,1096.5,320.9,0.9318,0.1579,35,397
2713,3,0.9332,1096.6,321.8,0.9332,0.1545,35,400
2714,3,0.9347,1096.6,322.8,0.9347,0.1512,35,403
2715,3,0.9361,1096.7,323.7,0.9361,0.1478,35,406
2716,3,0.9376,1096.8,324.7,0.9376,0.1444,35,409
2717,3,0.9390,1096.8,325.6,0.9390,0.1411,35,412
2718,3,0.9405,1096.9,326.6,0.9405,0.1377,35,415
2719,3,0.9419,1096.9,327.6,0.9419,0.1344,35,418
2720,3,0.9434,1097.0,328.5,0.9434,0.1310,35,421
2721,3,0.9448,1097.0,329.5,0.9448,0.1277,35,424
2722,3,0.9463,1097.1,330.4,0.9463,0.1243,35,427
2723,3,0.9478,1097.1,331.4,0.9478,0.1210,35,430
2724,3,0.9492,1097.2,332.4,0.9492,0.1176,35,433
2725,3,0.9507,1097.2,333.3,0.9507,0.1142,35,436
2726,3,0.9521,1097.3,334.3,0.9521,0.1109,35,439
2727,3,0.9536,1097.3,335.2,0.9536,0.1075,35,442
2728,3,0.9550,1097.4,336.2,0.9550,0.1042,35,445
2729,3,0.9565,1097.4,337.2,0.9565,0.1008,35,448
2730,3,0.9579,1097.4,338.1,0.9579,0.0974,35,451
2731,3,0.9594,1097.5,339.1,0.9594,0.0941,35,454
2732,3,0.9608,1097.5,340.1,0.9608,0.0907,35,457
2733,3,0.9623,1097.5,341.0,0.9623,0.0874,35,460
2734,3,0.9637,1097.6,342.0,0.9637,0.0840,35,463
2735,3,0.9652,1097.6,342.9,0.9652,0.0807,35,466
2736,3,0.9666,1097.6,343.9,0.9666,0.0773,35,469
2737,3,0.9681,1097.7,344.9,0.9681,0.0739,35,472
2738,3,0.9695,1097.7,345.8,0.9695,0.0706,35,475
2739,3,0.9710,1097.7,346.8,0.9710,0.0672,35,478
2740,3,0.9724,1097.8,347.7,0.9724,0.0639,35,481
2741,3,0.9739,1097.8,348.7,0.9739,0.0605,35,484
2742,3,0.9753,1097.8,349.7,0.9753,0.0571,35,487
2743,3,0.9768,1097.8,350.6,0.9768,0.0538,35,490
2744,3,0.9782,1097.8,351.6,0.9782,0.0504,35,493
2745,3,0.9797,1097.9,352.5,0.9797,0.0471,35,496
2746,3,0.9811,1097.9,353.5,0.9811,0.0437,35,499
2747,3,0.9826,1097.9,354.5,0.9826,0.0403,35,502
2748,3,0.9840,1097.9,355.4,0.9840,0.0370,35,505
2749,3,0.9855,1097.9,356.4,0.9855,0.0336,35,508
2750,3,0.9869,1097.9,357.3,0.9869,0.0303,36,1
2751,3,0.9884,1098.0,358.3,0.9884,0.0269,36,4
2752,3,0.9898,1098.0,359.3,0.9898,0.0235,36,7
2753,3,0.9913,1098.0,360.2,0.9913,0.0202,36,10
2754,3,0.9927,1098.0,361.2,0.9927,0.0168,36,13
2755,3,0.9942,1098.0,362.2,0.9942,0.0134,36,16
2756,3,0.9956,1098.0,363.1,0.9956,0.0101,36,19
2757,3,0.9971,1098.0,364.1,0.9971,0.0067,36,22
2758,3,0.9985,1098.0,365.0,0.9985,0.0034,36,25
2759,3,1.0000,1098.0,366.0,1.0000,0.0000,36,28
2760,4,0.0000,1142.0,366.0,0.0000,0.0000,37,1
2761,4,0.0015,1142.0,365.0,0.0015,0.0034,37,4
2762,4,0.0029,1142.0,364.1,0.0029,0.0067,37,7
2763,4,0.0044,1142.0,363.1,0.0044,0.0101,37,10
2764,4,0.0058,1142.0,362.2,0.0058,0.0134,37,13
2765,4,0.0073,1142.0,361.2,0.0073,0.0168,37,16
2766,4,0.0087,1142.0,360.2,0.0087,0.0202,37,19
2767,4,0.0102,1142.0,359.3,0.0102,0.0235,37,22
2768,4,0.0116,1142.0,358.3,0.0116,0.0269,37,25
2769,4,0.0131,1142.1,357.3,0.0131,0.0303,37,28
2770,4,0.0145,1142.1,356.4,0.0145,0.0336,37,31
2771,4,0.0160,1142.1,355.4,0.0160,0.0370,37,34
2772,4,0.0174,1142.1,354.5,0.0174,0.0403,37,37
2773,4,0.0189,1142.1,353.5,0.0189,0.0437,37,40
2774,4,0.0203,1142.1,352.5,0.0203,0.0471,37,43
2775,4,0.0218,1142.2,351.6,0.0218,0.0504,37,46
2776,4,0.0232,1142.2,350.6,0.0232,0.0538,37,49
2777,4,0.0247,1142.2,349.7,0.0247,0.0571,37,52
2778,4,0.0261,1142.2,348.7,0.0261,0.0605,37,55
2779,4,0.0276,1142.2,347.7,0.0276,0.0639,37,58
2780,4,0.0290,1142.3,346.8,0.0290,0.0672,37,61
2781,4,0.0305,1142.3,345.8,0.0305,0.0706,37,64
2782,4,0.0319,1142.3,344.9,0.0319,0.0739,37,67
2783,4,0.0334,1142.4,343.9,0.0334,0.0773,37,70
2784,4,0.0348,1142.4,342.9,0.0348,0.0807,37,73
2785,4,0.0363,1142.4,342.0,0.0363,0.0840,37,76
2786,4,0.0377,1142.5,341.0,0.0377,0.0874,37,79
2787,4,0.0392,1142.5,340.1,0.0392,0.0907,37,82
2788,4,0.0406,1142.5,339.1,0.0406,0.0941,37,85
2789,4,0.0421,1142.6,338.1,0.0421,0.0974,37,88
2790,4,0.0435,1142.6,337.2,0.0435,0.1008,37,91
2791,4,0.0450,1142.6,336.2,0.0450,0.1042,37,94
2792,4,0.0464,1142.7,335.2,0.0464,0.1075,37,97
2793,4,0.0479,1142.7,334.3,0.0479,0.1109,37,100
2794,4,0.0493,1142.8,333.3,0.0493,0.1142,37,103
2795,4,0.0508,1142.8,332.4,0.0508,0.1176,37,106
2796,4,0.0522,1142.9,331.4,0.0522,0.1210,37,109
2797,4,0.0537,1142.9,330.4,0.0537,0.1243,37,112
2798,4,0.0552,1143.0,329.5,0.0552,0.1277,37,115
2799,4,0.0566,1143.0,328.5,0.0566,0.1310,37,118
2800,4,0.0581,1143.1,327.6,0.0581,0.1344,37,121
2801,4,0.0595,1143.1,326.6,0.0595,0.1377,37,124
2802,4,0.0610,1143.2,325.6,0.0610,0.1411,37,127
2803,4,0.0624,1143.2,324.7,0.0624,0.1444,37,130
2804,4,0.0639,1143.3,323.7,0.0639,0.1478,37,133
2805,4,0.0653,1143.4,322.8,0.0653,0.1512,37,136
2806,4,0.0668,1143.4,321.8,0.0668,0.1545,37,139
2807,4,0.0682,1143.5,320.9,0.0682,0.1579,37,142
2808,4,0.0697,1143.5,319.9,0.0697,0.1612,37,145
2809,4,0.0711,1143.6,318.9,0.0711,0.1646,37,148
2810,4,0.0726,1143.7,318.0,0.0726,0.1679,37,151
2811,4,0.0740,1143.7,317.0,0.0740,0.1713,37,154
2812,4,0.0755,1143.8,316.1,0.0755,0.1746,37,157
2813,4,0.0769,1143.9,315.1,0.0769,0.1780,37,160
2814,4,0.0784,1144.0,314.1,0.0784,0.1813,37,163
2815,4,0.0798,1144.0,313.2,0.0798,0.1847,37,166
2816,4,0.0813,1144.1,312.2,0.0813,0.1880,37,169
2817,4,0.0827,1144.2,311.3,0.0827,0.1914,37,172
2818,4,0.0842,1144.3,310.3,0.0842,0.1947,37,175
2819,4,0.0856,1144.3,309.3,0.0856,0.1981,37,178
2820,4,0.0871,1144.4,308.4,0.0871,0.2014,37,181
2821,4,0.0885,1144.5,307.4,0.0885,0.2048,37,184
2822,4,0.0900,1144.6,306.5,0.0900,0.2081,37,187
2823,4,0.0914,1144.7,305.5,0.0914,0.2115,37,190
2824,4,0.0929,1144.8,304.6,0.0929,0.2148,37,193
2825,4,0.0943,1144.8,303.6,0.0943,0.2182,37,196
2826,4,0.0958,1144.9,302.6,0.0958,0.2215,37,199
2827,4,0.0972,1145.0,301.7,0.0972,0.2249,37,202
2828,4,0.0987,1145.1,300.7,0.0987,0.2282,37,205
2829,4,0.1001,1145.2,299.8,0.1001,0.2316,37,208
2830,4,0.1016,1145.3,298.8,0.1016,0.2349,37,211
2831,4,0.1030,1145.4,297.9,0.1030,0.2383,37,214
2832,4,0.1045,1145.5,296.9,0.1045,0.2416,37,217
2833,4,0.1060,1145.6,295.9,0.1060,0.2449,37,220
2834,4,0.1074,1145.7,295.0,0.1074,0.2483,37,223
2835,4,0.1089,1145.8,294.0,0.1089,0.2516,37,226
2836,4,0.1103,1145.9,293.1,0.1103,0.2550,37,229
2837,4,0.1118,1146.0,292.1,0.1118,0.2583,37,232
2838,4,0.1132,1146.1,291.2,0.1132,0.2616,37,235
2839,4,0.1147,1146.2,290.2,0.1147,0.2650,37,238
2840,4,0.1161,1146.3,289.3,0.1161,0.2683,37,241
2841,4,0.1176,1146.4,288.3,0.1176,0.2717,37,244
2842,4,0.1190,1146.5,287.3,0.1190,0.2750,37,247
2843,4,0.1205,1146.7,286.4,0.1205,0.2783,37,250
2844,4,0.1219,1146.8,285.4,0.1219,0.2817,37,253
2845,4,0.1234,1146.9,284.5,0.1234,0.2850,37,256
2846,4,0.1248,1147.0,283.5,0.1248,0.2884,37,259
2847,4,0.1263,1147.1,282.6,0.1263,0.2917,37,262
2848,4,0.1277,1147.3,281.6,0.1277,0.2950,37,265
2849,4,0.1292,1147.4,280.7,0.1292,0.2984,37,268
2850,4,0.1306,1147.5,279.7,0.1306,0.3017,37,271
2851,4,0.1321,1147.6,278.8,0.1321,0.3050,37,274
2852,4,0.1335,1147.7,277.8,0.1335,0.3084,37,277
2853,4,0.1350,1147.9,276.9,0.1350,0.3117,37,280
2854,4,0.1364,1148.0,275.9,0.1364,0.3150,37,283
2855,4,0.1379,1148.1,275.0,0.1379,0.3183,37,286
2856,4,0.1393,1148.3,274.0,0.1393,0.3217,37,289
2857,4,0.1408,1148.4,273.0,0.1408,0.3250,37,292
2858,4,0.1422,1148.5,272.1,0.1422,0.3283,37,295
2859,4,0.1437,1148.7,271.1,0.1437,0.3317,37,298
2860,4,0.1451,1148.8,270.2,0.1451,0.3350,37,301
2861,4,0.1466,1149.0,269.2,0.1466,0.3383,37,304
2862,4,0.1480,1149.1,268.3,0.1480,0.3416,37,307
2863,4,0.1495,1149.2,267.3,0.1495,0.3450,37,310
2864,4,0.1509,1149.4,266.4,0.1509,0.3483,37,313
2865,4,0.1524,1149.5,265.4,0.1524,0.3516,37,316
2866,4,0.1538,1149.7,264.5,0.1538,0.3549,37,319
2867,4,0.1553,1149.8,263.5,0.1553,0.3582,37,322
2868,4,0.1567,1150.0,262.6,0.1567,0.3616,37,325
2869,4,0.1582,1150.1,261.6,0.1582,0.3649,37,328
2870,4,0.1597,1150.3,260.7,0.1597,0.3682,37,331
2871,4,0.1611,1150.4,259.7,0.1611,0.3715,37,334
2872,4,0.1626,1150.6,258.8,0.1626,0.3748,37,337
2873,4,0.1640,1150.8,257.9,0.1640,0.3781,37,340
2874,4,0.1655,1150.9,256.9,0.1655,0.3815,37,343
2875,4,0.1669,1151.1,256.0,0.1669,0.3848,37,346
2876,4,0.1684,1151.2,255.0,0.1684,0.3881,37,349
2877,4,0.1698,1151.4,254.1,0.1698,0.3914,37,352
2878,4,0.1713,1151.6,253.1,0.1713,0.3947,37,355
2879,4,0.1727,1151.7,252.2,0.1727,0.3980,37,358
2880,4,0.1742,1151.9,251.2,0.1742,0.4013,37,361
2881,4,0.1756,1152.1,250.3,0.1756,0.4046,37,364
2882,4,0.1771,1152.3,249.3,0.1771,0.4079,37,367
2883,4,0.1785,1152.4,248.4,0.1785,0.4112,37,370
2884,4,0.1800,1152.6,247.4,0.1800,0.4145,37,373
2885,4,0.1814,1152.8,246.5,0.1814,0.4178,37,376
2886,4,0.1829,1153.0,245.6,0.1829,0.4212,37,379
2887,4,0.1843,1153.2,244.6,0.1843,0.4245,37,382
2888,4,0.1858,1153.3,243.7,0.1858,0.4278,37,385
2889,4,0.1872,1153.5,242.7,0.1872,0.4310,37,388
2890,4,0.1887,1153.7,241.8,0.1887,0.4343,37,391
2891,4,0.1901,1153.9,240.8,0.1901,0.4376,37,394
2892,4,0.1916,1154.1,239.9,0.1916,0.4409,37,397
2893,4,0.1930,1154.3,238.9,0.1930,0.4442,37,400
2894,4,0.1945,1154.5,238.0,0.1945,0.4475,37,403
2895,4,0.1959,1154.7,237.1,0.1959,0.4508,37,406
2896,4,0.1974,1154.9,236.1,0.1974,0.4541,37,409
2897,4,0.1988,1155.1,235.2,0.1988,0.4574,37,412
2898,4,0.2003,1155.3,234.2,0.2003,0.4607,37,415
2899,4,0.2017,1155.5,233.3,0.2017,0.4640,37,418
2900,4,0.2032,1155.7,232.4,0.2032,0.4673,37,421
2901,4,0.2046,1155.9,231.4,0.2046,0.4705,37,424
2902,4,0.2061,1156.1,230.5,0.2061,0.4738,37,427
2903,4,0.2075,1156.3,229.5,0.2075,0.4771,37,430
2904,4,0.2090,1156.5,228.6,0.2090,0.4804,37,433
2905,4,0.2104,1156.7,227.7,0.2104,0.4837,37,436
2906,4,0.2119,1156.9,226.7,0.2119,0.4869,37,439
2907,4,0.2134,1157.2,225.8,0.2134,0.4902,37,442
2908,4,0.2148,1157.4,224.9,0.2148,0.4935,37,445
2909,4,0.2163,1157.6,223.9,0.2163,0.4968,37,448
2910,4,0.2177,1157.8,223.0,0.2177,0.5000,37,451
2911,4,0.2192,1158.0,222.1,0.2192,0.5033,37,454
2912,4,0.2206,1158.3,221.1,0.2206,0.5066,37,457
2913,4,0.2221,1158.5,220.2,0.2221,0.5098,37,460
2914,4,0.2235,1158.7,219.3,0.2235,0.5131,37,463
2915,4,0.2250,1158.9,218.3,0.2250,0.5164,37,466
2916,4,0.2264,1159.2,217.4,0.2264,0.5196,37,469
2917,4,0.2279,1159.4,216.5,0.2279,0.5229,37,472
2918,4,0.2293,1159.7,215.5,0.2293,0.5261,37,475
2919,4,0.2308,1159.9,214.6,0.2308,0.5294,37,478
2920,4,0.2322,1160.1,213.7,0.2322,0.5326,37,481
2921,4,0.2337,1160.4,212.7,0.2337,0.5359,37,484
2922,4,0.2351,1160.6,211.8,0.2351,0.5391,37,487
2923,4,0.2366,1160.9,210.9,0.2366,0.5424,37,490
2924,4,0.2380,1161.1,209.9,0.2380,0.5456,37,493
2925,4,0.2395,1161.4,209.0,0.2395,0.5489,37,496
2926,4,0.2409,1161.6,208.1,0.2409,0.5521,37,499
2927,4,0.2424,1161.9,207.2,0.2424,0.5554,37,502
2928,4,0.2438,1162.1,206.2,0.2438,0.5586,37,505
2929,4,0.2453,1162.4,205.3,0.2453,0.5618,37,508
2930,4,0.2467,1162.6,204.4,0.2467,0.5651,38,1
2931,4,0.2482,1162.9,203.5,0.2482,0.5683,38,4
2932,4,0.2496,1163.2,202.5,0.2496,0.5715,38,7
2933,4,0.2511,1163.4,201.6,0.2511,0.5748,38,10
2934,4,0.2525,1163.7,200.7,0.2525,0.5780,38,13
2935,4,0.2540,1164.0,199.8,0.2540,0.5812,38,16
2936,4,0.2554,1164.3,198.8,0.2554,0.5845,38,19
2937,4,0.2569,1164.5,197.9,0.2569,0.5877,38,22
2938,4,0.2583,1164.8,197.0,0.2583,0.5909,38,25
2939,4,0.2598,1165.1,196.1,0.2598,0.5941,38,28
2940,4,0.2612,1165.4,195.2,0.2612,0.5973,38,31
2941,4,0.2627,1165.6,194.2,0.2627,0.6005,38,34
2942,4,0.2642,1165.9,193.3,0.2642,0.6037,38,37
2943,4,0.2656,1166.2,192.4,0.2656,0.6070,38,40
2944,4,0.2671,1166.5,191.5,0.2671,0.6102,38,43
2945,4,0.2685,1166.8,190.6,0.2685,0.6134,38,46
2946,4,0.2700,1167.1,189.7,0.2700,0.6166,38,49
2947,4,0.2714,1167.4,188.8,0.2714,0.6198,38,52
2948,4,0.2729,1167.7,187.8,0.2729,0.6229,38,55
2949,4,0.2743,1168.0,186.9,0.2743,0.6261,38,58
2950,4,0.2758,1168.3,186.0,0.2758,0.6293,38,61
2951,4,0.2772,1168.6,185.1,0.2772,0.6325,38,64
2952,4,0.2787,1168.9,184.2,0.2787,0.6357,38,67
2953,4,0.2801,1169.2,183.3,0.2801,0.6389,38,70
2954,4,0.2816,1169.5,182.4,0.2816,0.6421,38,73
2955,4,0.2830,1169.8,181.5,0.2830,0.6452,38,76
2956,4,0.2845,1170.2,180.6,0.2845,0.6484,38,79
2957,4,0.2859,1170.5,179.6,0.2859,0.6516,38,82
2958,4,0.2874,1170.8,178.7,0.2874,0.6547,38,85
2959,4,0.2888,1171.1,177.8,0.2888,0.6579,38,88
2960,4,0.2903,1171.5,176.9,0.2903,0.6611,38,91
2961,4,0.2917,1171.8,176.0,0.2917,0.6642,38,94
2962,4,0.2932,1172.1,175.1,0.2932,0.6674,38,97
2963,4,0.2946,1172.5,174.2,0.2946,0.6705,38,100
2964,4,0.2961,1172.8,173.3,0.2961,0.6737,38,103
2965,4,0.2975,1173.1,172.4,0.2975,0.6768,38,106
2966,4,0.2990,1173.5,171.5,0.2990,0.6800,38,109
2967,4,0.3004,1173.8,170.6,0.3004,0.6831,38,112
2968,4,0.3019,1174.2,169.7,0.3019,0.6862,38,115
2969,4,0.3033,1174.5,168.8,0.3033,0.6894,38,118
2970,4,0.3048,1174.9,167.9,0.3048,0.6925,38,121
2971,4,0.3062,1175.2,167.1,0.3062,0.6956,38,124
2972,4,0.3077,1175.6,166.2,0.3077,0.6987,38,127
2973,4,0.3091,1175.9,165.3,0.3091,0.7019,38,130
2974,4,0.3106,1176.3,164.4,0.3106,0.7050,38,133
2975,4,0.3120,1176.7,163.5,0.3120,0.7081,38,136
2976,4,0.3135,1177.0,162.6,0.3135,0.7112,38,139
2977,4,0.3149,1177.4,161.7,0.3149,0.7143,38,142
2978,4,0.3164,1177.8,160.8,0.3164,0.7174,38,145
2979,4,0.3179,1178.2,159.9,0.3179,0.7205,38,148
2980,4,0.3193,1178.5,159.1,0.3193,0.7236,38,151
2981,4,0.3208,1178.9,158.2,0.3208,0.7266,38,154
2982,4,0.3222,1179.3,157.3,0.3222,0.7297,38,157
2983,4,0.3237,1179.7,156.4,0.3237,0.7328,38,160
2984,4,0.3251,1180.1,155.5,0.3251,0.7359,38,163
2985,4,0.3266,1180.5,154.7,0.3266,0.7389,38,166
2986,4,0.3280,1180.9,153.8,0.3280,0.7420,38,169
2987,4,0.3295,1181.3,152.9,0.3295,0.7450,38,172
2988,4,0.3309,1181.7,152.0,0.3309,0.7481,38,175
2989,4,0.3324,1182.1,151.2,0.3324,0.7511,38,178
2990,4,0.3338,1182.5,150.3,0.3338,0.7542,38,181
2991,4,0.3353,1182.9,149.4,0.3353,0.7572,38,184
2992,4,0.3367,1183.3,148.6,0.3367,0.7602,38,187
2993,4,0.3382,1183.8,147.7,0.3382,0.7633,38,190
2994,4,0.3396,1184.2,146.8,0.3396,0.7663,38,193
2995,4,0.3411,1184.6,146.0,0.3411,0.7693,38,196
2996,4,0.3425,1185.0,145.1,0.3425,0.7723,38,199
2997,4,0.3440,1185.5,144.3,0.3440,0.7753,38,202
2998,4,0.3454,1185.9,143.4,0.3454,0.7783,38,205
2999,4,0.3469,1186.3,142.6,0.3469,0.7813,38,208
3000,4,0.3483,1186.8,141.7,0.3483,0.7843,38,211
3001,4,0.3498,1187.2,140.8,0.3498,0.7872,38,214
3002,4,0.3512,1187.7,140.0,0.3512,0.7902,38,217
3003,4,0.3527,1188.1,139.2,0.3527,0.7932,38,220
3004,4,0.3541,1188.6,138.3,0.3541,0.7961,38,223
3005,4,0.3556,1189.1,137.5,0.3556,0.7991,38,226
3006,4,0.3570,1189.5,136.6,0.3570,0.8020,38,229
3007,4,0.3585,1190.0,135.8,0.3585,0.8050,38,232
3008,4,0.3599,1190.5,134.9,0.3599,0.8079,38,235
3009,4,0.3614,1190.9,134.1,0.3614,0.8108,38,238
3010,4,0.3628,1191.4,133.3,0.3628,0.8137,38,241
3011,4,0.3643,1191.9,132.4,0.3643,0.8166,38,244
3012,4,0.3657,1192.4,131.6,0.3657,0.8195,38,247
3013,4,0.3672,1192.9,130.8,0.3672,0.8224,38,250
3014,4,0.3687,1193.4,130.0,0.3687,0.8253,38,253
3015,4,0.3701,1193.9,129.1,0.3701,0.8282,38,256
3016,4,0.3716,1194.4,128.3,0.3716,0.8311,38,259
3017,4,0.3730,1194.9,127.5,0.3730,0.8339,38,262
3018,4,0.3745,1195.4,126.7,0.3745,0.8368,38,265
3019,4,0.3759,1195.9,125.9,0.3759,0.8396,38,268
3020,4,0.3774,1196.4,125.1,0.3774,0.8424,38,271
3021,4,0.3788,1196.9,124.3,0.3788,0.8452,38,274
3022,4,0.3803,1197.5,123.5,0.3803,0.8481,38,277
3023,4,0.3817,1198.0,122.7,0.3817,0.8509,38,280
3024,4,0.3832,1198.5,121.9,0.3832,0.8536,38,283
3025,4,0.3846,1199.1,121.1,0.3846,0.8564,38,286
3026,4,0.3861,1199.6,120.3,0.3861,0.8592,38,289
3027,4,0.3875,1200.2,119.5,0.3875,0.8619,38,292
3028,4,0.3890,1200.7,118.7,0.3890,0.8647,38,295
3029,4,0.3904,1201.3,117.9,0.3904,0.8674,38,298
3030,4,0.3919,1201.9,117.1,0.3919,0.8702,38,301
3031,4,0.3933,1202.4,116.4,0.3933,0.8729,38,304
3032,4,0.3948,1203.0,115.6,0.3948,0.8756,38,307
3033,4,0.3962,1203.6,114.8,0.3962,0.8782,38,310
3034,4,0.3977,1204.2,114.1,0.3977,0.8809,38,313
3035,4,0.3991,1204.7,113.3,0.3991,0.8836,38,316
3036,4,0.4006,1205.3,112.5,0.4006,0.8862,38,319
3037,4,0.4020,1205.9,111.8,0.4020,0.8889,38,322
3038,4,0.4035,1206.5,111.0,0.4035,0.8915,38,325
3039,4,0.4049,1207.1,110.3,0.4049,0.8941,38,328
3040,4,0.4064,1207.8,109.6,0.4064,0.8967,38,331
3041,4,0.4078,1208.4,108.8,0.4078,0.8992,38,334
3042,4,0.4093,1209.0,108.1,0.4093,0.9018,38,337
3043,4,0.4107,1209.6,107.4,0.4107,0.9043,38,340
3044,4,0.4122,1210.3,106.6,0.4122,0.9068,38,343
3045,4,0.4136,1210.9,105.9,0.4136,0.9094,38,346
3046,4,0.4151,1211.6,105.2,0.4151,0.9118,38,349
3047,4,0.4165,1212.2,104.5,0.4165,0.9143,38,352
3048,4,0.4180,1212.9,103.8,0.4180,0.9168,38,355
3049,4,0.4194,1213.5,103.1,0.4194,0.9192,38,358
3050,4,0.4209,1214.2,102.4,0.4209,0.9216,38,361
3051,4,0.4224,1214.9,101.7,0.4224,0.9240,38,364
3052,4,0.4238,1215.6,101.1,0.4238,0.9264,38,367
3053,4,0.4253,1216.2,100.4,0.4253,0.9287,38,370
3054,4,0.4267,1216.9,99.7,0.4267,0.9310,38,373
3055,4,0.4282,1217.6,99.1,0.4282,0.9333,38,376
3056,4,0.4296,1218.3,98.4,0.4296,0.9356,38,379
3057,4,0.4311,1219.1,97.8,0.4311,0.9379,38,382
3058,4,0.4325,1219.8,97.1,0.4325,0.9401,38,385
3059,4,0.4340,1220.5,96.5,0.4340,0.9423,38,388
3060,4,0.4354,1221.2,95.9,0.4354,0.9445,38,391
3061,4,0.4369,1222.0,95.3,0.4369,0.9466,38,394
3062,4,0.4383,1222.7,94.7,0.4383,0.9488,38,397
3063,4,0.4398,1223.5,94.1,0.4398,0.9509,38,400
3064,4,0.4412,1224.2,93.5,0.4412,0.9529,38,403
3065,4,0.4427,1225.0,92.9,0.4427,0.9550,38,406
3066,4,0.4441,1225.8,92.3,0.4441,0.9570,38,409
3067,4,0.4456,1226.5,91.7,0.4456,0.9590,38,412
3068,4,0.4470,1227.3,91.2,0.4470,0.9609,38,415
3069,4,0.4485,1228.1,90.6,0.4485,0.9628,38,418
3070,4,0.4499,1228.9,90.1,0.4499,0.9647,38,421
3071,4,0.4514,1229.7,89.6,0.4514,0.9665,38,424
3072,4,0.4528,1230.5,89.1,0.4528,0.9683,38,427
3073,4,0.4543,1231.3,88.6,0.4543,0.9701,38,430
3074,4,0.4557,1232.2,88.1,0.4557,0.9718,38,433
3075,4,0.4572,1233.0,87.6,0.4572,0.9735,38,436
3076,4,0.4586,1233.8,87.1,0.4586,0.9751,38,439
3077,4,0.4601,1234.7,86.7,0.4601,0.9767,38,442
3078,4,0.4615,1235.5,86.2,0.4615,0.9783,38,445
3079,4,0.4630,1236.4,85.8,0.4630,0.9798,38,448
