pixel_index,arch_index,position_along_arch,x_screen,y_screen,uv_x,uv_y,universe,channel
0,0,0.0000,22.0,366.0,0.0000,0.0000,17,1
1,0,0.0015,22.0,365.0,0.0015,0.0034,17,4
2,0,0.0029,22.0,364.1,0.0029,0.0067,17,7
3,0,0.0044,22.0,363.1,0.0044,0.0101,17,10
4,0,0.0058,22.0,362.2,0.0058,0.0134,17,13
5,0,0.0073,22.0,361.2,0.0073,0.0168,17,16
6,0,0.0087,22.0,360.2,0.0087,0.0202,17,19
7,0,0.0102,22.0,359.3,0.0102,0.0235,17,22
8,0,0.0116,22.0,358.3,0.0116,0.0269,17,25
9,0,0.0131,22.1,357.3,0.0131,0.0303,17,28
10,0,0.0145,22.1,356.4,0.0145,0.0336,17,31
11,0,0.0160,22.1,355.4,0.0160,0.0370,17,34
12,0,0.0174,22.1,354.5,0.0174,0.0403,17,37
13,0,0.0189,22.1,353.5,0.0189,0.0437,17,40
14,0,0.0203,22.1,352.5,0.0203,0.0471,17,43
15,0,0.0218,22.2,351.6,0.0218,0.0504,17,46
16,0,0.0232,22.2,350.6,0.0232,0.0538,17,49
17,0,0.0247,22.2,349.7,0.0247,0.0571,17,52
18,0,0.0261,22.2,348.7,0.0261,0.0605,17,55
19,0,0.0276,22.2,347.7,0.0276,0.0639,17,58
20,0,0.0290,22.3,346.8,0.0290,0.0672,17,61
21,0,0.0305,22.3,345.8,0.0305,0.0706,17,64
22,0,0.0319,22.3,344.9,0.0319,0.0739,17,67
23,0,0.0334,22.4,343.9,0.0334,0.0773,17,70
24,0,0.0348,22.4,342.9,0.0348,0.0807,17,73
25,0,0.0363,22.4,342.0,0.0363,0.0840,17,76
26,0,0.0377,22.5,341.0,0.0377,0.0874,17,79
27,0,0.0392,22.5,340.1,0.0392,0.0907,17,82
28,0,0.0406,22.5,339.1,0.0406,0.0941,17,85
29,0,0.0421,22.6,338.1,0.0421,0.0974,17,88
30,0,0.0435,22.6,337.2,0.0435,0.1008,17,91
31,0,0.0450,22.6,336.2,0.0450,0.1042,17,94
32,0,0.0464,22.7,335.2,0.0464,0.1075,17,97
33,0,0.0479,22.7,334.3,0.0479,0.1109,17,100
34,0,0.0493,22.8,333.3,0.0493,0.1142,17,103
35,0,0.0508,22.8,332.4,0.0508,0.1176,17,106
36,0,0.0522,22.9,331.4,0.0522,0.1210,17,109
37,0,0.0537,22.9,330.4,0.0537,0.1243,17,112
38,0,0.0552,23.0,329.5,0.0552,0.1277,17,115
39,0,0.0566,23.0,328.5,0.0566,0.1310,17,118
40,0,0.0581,23.1,327.6,0.0581,0.1344,17,121
41,0,0.0595,23.1,326.6,0.0595,0.1377,17,124
42,0,0.0610,23.2,325.6,0.0610,0.1411,17,127
43,0,0.0624,23.2,324.7,0.0624,0.1444,17,130
44,0,0.0639,23.3,323.7,0.0639,0.1478,17,133
45,0,0.0653,23.4,322.8,0.0653,0.1512,17,136
46,0,0.0668,23.4,321.8,0.0668,0.1545,17,139
47,0,0.0682,23.5,320.9,0.0682,0.1579,17,142
48,0,0.0697,23.5,319.9,0.0697,0.1612,17,145
49,0,0.0711,23.6,318.9,0.0711,0.1646,17,148
50,0,0.0726,23.7,318.0,0.0726,0.1679,17,151
51,0,0.0740,23.7,317.0,0.0740,0.1713,17,154
52,0,0.0755,23.8,316.1,0.0755,0.1746,17,157
53,0,0.0769,23.9,315.1,0.0769,0.1780,17,160
54,0,0.0784,24.0,314.1,0.0784,0.1813,17,163
55,0,0.0798,24.0,313.2,0.0798,0.1847,17,166
56,0,0.0813,24.1,312.2,0.0813,0.1880,17,169
57,0,0.0827,24.2,311.3,0.0827,0.1914,17,172
58,0,0.0842,24.3,310.3,0.0842,0.1947,17,175
59,0,0.0856,24.3,309.3,0.0856,0.1981,17,178
60,0,0.0871,24.4,308.4,0.0871,0.2014,17,181
61,0,0.0885,24.5,307.4,0.0885,0.2048,17,184
62,0,0.0900,24.6,306.5,0.0900,0.2081,17,187
63,0,0.0914,24.7,305.5,0.0914,0.2115,17,190
64,0,0.0929,24.8,304.6,0.0929,0.2148,17,193
65,0,0.0943,24.8,303.6,0.0943,0.2182,17,196
66,0,0.0958,24.9,302.6,0.0958,0.2215,17,199
67,0,0.0972,25.0,301.7,0.0972,0.2249,17,202
68,0,0.0987,25.1,300.7,0.0987,0.2282,17,205
69,0,0.1001,25.2,299.8,0.1001,0.2316,17,208
70,0,0.1016,25.3,298.8,0.1016,0.2349,17,211
71,0,0.1030,25.4,297.9,0.1030,0.2383,17,214
72,0,0.1045,25.5,296.9,0.1045,0.2416,17,217
73,0,0.1060,25.6,295.9,0.1060,0.2449,17,220
74,0,0.1074,25.7,295.0,0.1074,0.2483,17,223
75,0,0.1089,25.8,294.0,0.1089,0.2516,17,226
76,0,0.1103,25.9,293.1,0.1103,0.2550,17,229
77,0,0.1118,26.0,292.1,0.1118,0.2583,17,232
78,0,0.1132,26.1,291.2,0.1132,0.2616,17,235
79,0,0.1147,26.2,290.2,0.1147,0.2650,17,238
80,0,0.1161,26.3,289.3,0.1161,0.2683,17,241
81,0,0.1176,26.4,288.3,0.1176,0.2717,17,244
82,0,0.1190,26.5,287.3,0.1190,0.2750,17,247
83,0,0.1205,26.7,286.4,0.1205,0.2783,17,250
84,0,0.1219,26.8,285.4,0.1219,0.2817,17,253
85,0,0.1234,26.9,284.5,0.1234,0.2850,17,256
86,0,0.1248,27.0,283.5,0.1248,0.2884,17,259
87,0,0.1263,27.1,282.6,0.1263,0.2917,17,262
88,0,0.1277,27.3,281.6,0.1277,0.2950,17,265
89,0,0.1292,27.4,280.7,0.1292,0.2984,17,268
90,0,0.1306,27.5,279.7,0.1306,0.3017,17,271
91,0,0.1321,27.6,278.8,0.1321,0.3050,17,274
92,0,0.1335,27.7,277.8,0.1335,0.3084,17,277
93,0,0.1350,27.9,276.9,0.1350,0.3117,17,280
94,0,0.1364,28.0,275.9,0.1364,0.3150,17,283
95,0,0.1379,28.1,275.0,0.1379,0.3183,17,286
96,0,0.1393,28.3,274.0,0.1393,0.3217,17,289
97,0,0.1408,28.4,273.0,0.1408,0.3250,17,292
98,0,0.1422,28.5,272.1,0.1422,0.3283,17,295
99,0,0.1437,28.7,271.1,0.1437,0.3317,17,298
100,0,0.1451,28.8,270.2,0.1451,0.3350,17,301
101,0,0.1466,29.0,269.2,0.1466,0.3383,17,304
102,0,0.1480,29.1,268.3,0.1480,0.3416,17,307
103,0,0.1495,29.2,267.3,0.1495,0.3450,17,310
104,0,0.1509,29.4,266.4,0.1509,0.3483,17,313
105,0,0.1524,29.5,265.4,0.1524,0.3516,17,316
106,0,0.1538,29.7,264.5,0.1538,0.3549,17,319
107,0,0.1553,29.8,263.5,0.1553,0.3582,17,322
108,0,0.1567,30.0,262.6,0.1567,0.3616,17,325
109,0,0.1582,30.1,261.6,0.1582,0.3649,17,328
110,0,0.1597,30.3,260.7,0.1597,0.3682,17,331
111,0,0.1611,30.4,259.7,0.1611,0.3715,17,334
112,0,0.1626,30.6,258.8,0.1626,0.3748,17,337
113,0,0.1640,30.8,257.9,0.1640,0.3781,17,340
114,0,0.1655,30.9,256.9,0.1655,0.3815,17,343
115,0,0.1669,31.1,256.0,0.1669,0.3848,17,346
116,0,0.1684,31.2,255.0,0.1684,0.3881,17,349
117,0,0.1698,31.4,254.1,0.1698,0.3914,17,352
118,0,0.1713,31.6,253.1,0.1713,0.3947,17,355
119,0,0.1727,31.7,252.2,0.1727,0.3980,17,358
120,0,0.1742,31.9,251.2,0.1742,0.4013,17,361
121,0,0.1756,32.1,250.3,0.1756,0.4046,17,364
122,0,0.1771,32.3,249.3,0.1771,0.4079,17,367
123,0,0.1785,32.4,248.4,0.1785,0.4112,17,370
124,0,0.1800,32.6,247.4,0.1800,0.4145,17,373
125,0,0.1814,32.8,246.5,0.1814,0.4178,17,376
126,0,0.1829,33.0,245.6,0.1829,0.4212,17,379
127,0,0.1843,33.2,244.6,0.1843,0.4245,17,382
128,0,0.1858,33.3,243.7,0.1858,0.4278,17,385
129,0,0.1872,33.5,242.7,0.1872,0.4310,17,388
130,0,0.1887,33.7,241.8,0.1887,0.4343,17,391
131,0,0.1901,33.9,240.8,0.1901,0.4376,17,394
132,0,0.1916,34.1,239.9,0.1916,0.4409,17,397
133,0,0.1930,34.3,238.9,0.1930,0.4442,17,400
134,0,0.1945,34.5,238.0,0.1945,0.4475,17,403
135,0,0.1959,34.7,237.1,0.1959,0.4508,17,406
136,0,0.1974,34.9,236.1,0.1974,0.4541,17,409
137,0,0.1988,35.1,235.2,0.1988,0.4574,17,412
138,0,0.2003,35.3,234.2,0.2003,0.4607,17,415
139,0,0.2017,35.5,233.3,0.2017,0.4640,17,418
140,0,0.2032,35.7,232.4,0.2032,0.4673,17,421
141,0,0.2046,35.9,231.4,0.2046,0.4705,17,424
142,0,0.2061,36.1,230.5,0.2061,0.4738,17,427
143,0,0.2075,36.3,229.5,0.2075,0.4771,17,430
144,0,0.2090,36.5,228.6,0.2090,0.4804,17,433
145,0,0.2104,36.7,227.7,0.2104,0.4837,17,436
146,0,0.2119,36.9,226.7,0.2119,0.4869,17,439
147,0,0.2134,37.2,225.8,0.2134,0.4902,17,442
148,0,0.2148,37.4,224.9,0.2148,0.4935,17,445
149,0,0.2163,37.6,223.9,0.2163,0.4968,17,448
150,0,0.2177,37.8,223.0,0.2177,0.5000,17,451
151,0,0.2192,38.0,222.1,0.2192,0.5033,17,454
152,0,0.2206,38.3,221.1,0.2206,0.5066,17,457
153,0,0.2221,38.5,220.2,0.2221,0.5098,17,460
154,0,0.2235,38.7,219.3,0.2235,0.5131,17,463
155,0,0.2250,38.9,218.3,0.2250,0.5164,17,466
156,0,0.2264,39.2,217.4,0.2264,0.5196,17,469
157,0,0.2279,39.4,216.5,0.2279,0.5229,17,472
158,0,0.2293,39.7,215.5,0.2293,0.5261,17,475
159,0,0.2308,39.9,214.6,0.2308,0.5294,17,478
160,0,0.2322,40.1,213.7,0.2322,0.5326,17,481
161,0,0.2337,40.4,212.7,0.2337,0.5359,17,484
162,0,0.2351,40.6,211.8,0.2351,0.5391,17,487
163,0,0.2366,40.9,210.9,0.2366,0.5424,17,490
164,0,0.2380,41.1,209.9,0.2380,0.5456,17,493
165,0,0.2395,41.4,209.0,0.2395,0.5489,17,496
166,0,0.2409,41.6,208.1,0.2409,0.5521,17,499
167,0,0.2424,41.9,207.2,0.2424,0.5554,17,502
168,0,0.2438,42.1,206.2,0.2438,0.5586,17,505
169,0,0.2453,42.4,205.3,0.2453,0.5618,17,508
170,0,0.2467,42.6,204.4,0.2467,0.5651,18,1
171,0,0.2482,42.9,203.5,0.2482,0.5683,18,4
172,0,0.2496,43.2,202.5,0.2496,0.5715,18,7
173,0,0.2511,43.4,201.6,0.2511,0.5748,18,10
174,0,0.2525,43.7,200.7,0.2525,0.5780,18,13
175,0,0.2540,44.0,199.8,0.2540,0.5812,18,16
176,0,0.2554,44.3,198.8,0.2554,0.5845,18,19
177,0,0.2569,44.5,197.9,0.2569,0.5877,18,22
178,0,0.2583,44.8,197.0,0.2583,0.5909,18,25
179,0,0.2598,45.1,196.1,0.2598,0.5941,18,28
180,0,0.2612,45.4,195.2,0.2612,0.5973,18,31
181,0,0.2627,45.6,194.2,0.2627,0.6005,18,34
182,0,0.2642,45.9,193.3,0.2642,0.6037,18,37
183,0,0.2656,46.2,192.4,0.2656,0.6070,18,40
184,0,0.2671,46.5,191.5,0.2671,0.6102,18,43
185,0,0.2685,46.8,190.6,0.2685,0.6134,18,46
186,0,0.2700,47.1,189.7,0.2700,0.6166,18,49
187,0,0.2714,47.4,188.8,0.2714,0.6198,18,52
188,0,0.2729,47.7,187.8,0.2729,0.6229,18,55
189,0,0.2743,48.0,186.9,0.2743,0.6261,18,58
190,0,0.2758,48.3,186.0,0.2758,0.6293,18,61
191,0,0.2772,48.6,185.1,0.2772,0.6325,18,64
192,0,0.2787,48.9,184.2,0.2787,0.6357,18,67
193,0,0.2801,49.2,183.3,0.2801,0.6389,18,70
194,0,0.2816,49.5,182.4,0.2816,0.6421,18,73
195,0,0.2830,49.8,181.5,0.2830,0.6452,18,76
196,0,0.2845,50.2,180.6,0.2845,0.6484,18,79
197,0,0.2859,50.5,179.6,0.2859,0.6516,18,82
198,0,0.2874,50.8,178.7,0.2874,0.6547,18,85
199,0,0.2888,51.1,177.8,0.2888,0.6579,18,88
200,0,0.2903,51.5,176.9,0.2903,0.6611,18,91
201,0,0.2917,51.8,176.0,0.2917,0.6642,18,94
202,0,0.2932,52.1,175.1,0.2932,0.6674,18,97
203,0,0.2946,52.5,174.2,0.2946,0.6705,18,100
204,0,0.2961,52.8,173.3,0.2961,0.6737,18,103
205,0,0.2975,53.1,172.4,0.2975,0.6768,18,106
206,0,0.2990,53.5,171.5,0.2990,0.6800,18,109
207,0,0.3004,53.8,170.6,0.3004,0.6831,18,112
208,0,0.3019,54.2,169.7,0.3019,0.6862,18,115
209,0,0.3033,54.5,168.8,0.3033,0.6894,18,118
210,0,0.3048,54.9,167.9,0.3048,0.6925,18,121
211,0,0.3062,55.2,167.1,0.3062,0.6956,18,124
212,0,0.3077,55.6,166.2,0.3077,0.6987,18,127
213,0,0.3091,55.9,165.3,0.3091,0.7019,18,130
214,0,0.3106,56.3,164.4,0.3106,0.7050,18,133
215,0,0.3120,56.7,163.5,0.3120,0.7081,18,136
216,0,0.3135,57.0,162.6,0.3135,0.7112,18,139
217,0,0.3149,57.4,161.7,0.3149,0.7143,18,142
218,0,0.3164,57.8,160.8,0.3164,0.7174,18,145
219,0,0.3179,58.2,159.9,0.3179,0.7205,18,148
220,0,0.3193,58.5,159.1,0.3193,0.7236,18,151
221,0,0.3208,58.9,158.2,0.3208,0.7266,18,154
222,0,0.3222,59.3,157.3,0.3222,0.7297,18,157
223,0,0.3237,59.7,156.4,0.3237,0.7328,18,160
224,0,0.3251,60.1,155.5,0.3251,0.7359,18,163
225,0,0.3266,60.5,154.7,0.3266,0.7389,18,166
226,0,0.3280,60.9,153.8,0.3280,0.7420,18,169
227,0,0.3295,61.3,152.9,0.3295,0.7450,18,172
228,0,0.3309,61.7,152.0,0.3309,0.7481,18,175
229,0,0.3324,62.1,151.2,0.3324,0.7511,18,178
230,0,0.3338,62.5,150.3,0.3338,0.7542,18,181
231,0,0.3353,62.9,149.4,0.3353,0.7572,18,184
232,0,0.3367,63.3,148.6,0.3367,0.7602,18,187
233,0,0.3382,63.8,147.7,0.3382,0.7633,18,190
234,0,0.3396,64.2,146.8,0.3396,0.7663,18,193
235,0,0.3411,64.6,146.0,0.3411,0.7693,18,196
236,0,0.3425,65.0,145.1,0.3425,0.7723,18,199
237,0,0.3440,65.5,144.3,0.3440,0.7753,18,202
238,0,0.3454,65.9,143.4,0.3454,0.7783,18,205
239,0,0.3469,66.3,142.6,0.3469,0.7813,18,208
240,0,0.3483,66.8,141.7,0.3483,0.7843,18,211
241,0,0.3498,67.2,140.8,0.3498,0.7872,18,214
242,0,0.3512,67.7,140.0,0.3512,0.7902,18,217
243,0,0.3527,68.1,139.2,0.3527,0.7932,18,220
244,0,0.3541,68.6,138.3,0.3541,0.7961,18,223
245,0,0.3556,69.1,137.5,0.3556,0.7991,18,226
246,0,0.3570,69.5,136.6,0.3570,0.8020,18,229
247,0,0.3585,70.0,135.8,0.3585,0.8050,18,232
248,0,0.3599,70.5,134.9,0.3599,0.8079,18,235
249,0,0.3614,70.9,134.1,0.3614,0.8108,18,238
250,0,0.3628,71.4,133.3,0.3628,0.8137,18,241
251,0,0.3643,71.9,132.4,0.3643,0.8166,18,244
252,0,0.3657,72.4,131.6,0.3657,0.8195,18,247
253,0,0.3672,72.9,130.8,0.3672,0.8224,18,250
254,0,0.3687,73.4,130.0,0.3687,0.8253,18,253
255,0,0.3701,73.9,129.1,0.3701,0.8282,18,256
256,0,0.3716,74.4,128.3,0.3716,0.8311,18,259
257,0,0.3730,74.9,127.5,0.3730,0.8339,18,262
258,0,0.3745,75.4,126.7,0.3745,0.8368,18,265
259,0,0.3759,75.9,125.9,0.3759,0.8396,18,268
260,0,0.3774,76.4,125.1,0.3774,0.8424,18,271
261,0,0.3788,76.9,124.3,0.3788,0.8452,18,274
262,0,0.3803,77.5,123.5,0.3803,0.8481,18,277
263,0,0.3817,78.0,122.7,0.3817,0.8509,18,280
264,0,0.3832,78.5,121.9,0.3832,0.8536,18,283
265,0,0.3846,79.1,121.1,0.3846,0.8564,18,286
266,0,0.3861,79.6,120.3,0.3861,0.8592,18,289
267,0,0.3875,80.2,119.5,0.3875,0.8619,18,292
268,0,0.3890,80.7,118.7,0.3890,0.8647,18,295
269,0,0.3904,81.3,117.9,0.3904,0.8674,18,298
270,0,0.3919,81.9,117.1,0.3919,0.8702,18,301
271,0,0.3933,82.4,116.4,0.3933,0.8729,18,304
272,0,0.3948,83.0,115.6,0.3948,0.8756,18,307
273,0,0.3962,83.6,114.8,0.3962,0.8782,18,310
274,0,0.3977,84.2,114.1,0.3977,0.8809,18,313
275,0,0.3991,84.7,113.3,0.3991,0.8836,18,316
276,0,0.4006,85.3,112.5,0.4006,0.8862,18,319
277,0,0.4020,85.9,111.8,0.4020,0.8889,18,322
278,0,0.4035,86.5,111.0,0.4035,0.8915,18,325
279,0,0.4049,87.1,110.3,0.4049,0.8941,18,328
280,0,0.4064,87.8,109.6,0.4064,0.8967,18,331
281,0,0.4078,88.4,108.8,0.4078,0.8992,18,334
282,0,0.4093,89.0,108.1,0.4093,0.9018,18,337
283,0,0.4107,89.6,107.4,0.4107,0.9043,18,340
284,0,0.4122,90.3,106.6,0.4122,0.9068,18,343
285,0,0.4136,90.9,105.9,0.4136,0.9094,18,346
286,0,0.4151,91.6,105.2,0.4151,0.9118,18,349
287,0,0.4165,92.2,104.5,0.4165,0.9143,18,352
288,0,0.4180,92.9,103.8,0.4180,0.9168,18,355
289,0,0.4194,93.5,103.1,0.4194,0.9192,18,358
290,0,0.4209,94.2,102.4,0.4209,0.9216,18,361
291,0,0.4224,94.9,101.7,0.4224,0.9240,18,364
292,0,0.4238,95.6,101.1,0.4238,0.9264,18,367
293,0,0.4253,96.2,100.4,0.4253,0.9287,18,370
294,0,0.4267,96.9,99.7,0.4267,0.9310,18,373
295,0,0.4282,97.6,99.1,0.4282,0.9333,18,376
296,0,0.4296,98.3,98.4,0.4296,0.9356,18,379
297,0,0.4311,99.1,97.8,0.4311,0.9379,18,382
298,0,0.4325,99.8,97.1,0.4325,0.9401,18,385
299,0,0.4340,100.5,96.5,0.4340,0.9423,18,388
300,0,0.4354,101.2,95.9,0.4354,0.9445,18,391
301,0,0.4369,102.0,95.3,0.4369,0.9466,18,394
302,0,0.4383,102.7,94.7,0.4383,0.9488,18,397
303,0,0.4398,103.5,94.1,0.4398,0.9509,18,400
304,0,0.4412,104.2,93.5,0.4412,0.9529,18,403
305,0,0.4427,105.0,92.9,0.4427,0.9550,18,406
306,0,0.4441,105.8,92.3,0.4441,0.9570,18,409
307,0,0.4456,106.5,91.7,0.4456,0.9590,18,412
308,0,0.4470,107.3,91.2,0.4470,0.9609,18,415
309,0,0.4485,108.1,90.6,0.4485,0.9628,18,418
310,0,0.4499,108.9,90.1,0.4499,0.9647,18,421
311,0,0.4514,109.7,89.6,0.4514,0.9665,18,424
312,0,0.4528,110.5,89.1,0.4528,0.9683,18,427
313,0,0.4543,111.3,88.6,0.4543,0.9701,18,430
314,0,0.4557,112.2,88.1,0.4557,0.9718,18,433
315,0,0.4572,113.0,87.6,0.4572,0.9735,18,436
316,0,0.4586,113.8,87.1,0.4586,0.9751,18,439
317,0,0.4601,114.7,86.7,0.4601,0.9767,18,442
318,0,0.4615,115.5,86.2,0.4615,0.9783,18,445
319,0,0.4630,116.4,85.8,0.4630,0.9798,18,448
320,0,0.4644,117.3,85.4,0.4644,0.9813,18,451
321,0,0.4659,118.1,85.0,0.4659,0.9827,18,454
322,0,0.4673,119.0,84.6,0.4673,0.9841,18,457
323,0,0.4688,119.9,84.2,0.4688,0.9854,18,460
324,0,0.4702,120.8,83.8,0.4702,0.9867,18,463
325,0,0.4717,121.7,83.5,0.4717,0.9879,18,466
326,0,0.4731,122.6,83.1,0.4731,0.9890,18,469
327,0,0.4746,123.5,82.8,0.4746,0.9902,18,472
328,0,0.4761,124.4,82.5,0.4761,0.9912,18,475
329,0,0.4775,125.3,82.2,0.4775,0.9922,18,478
330,0,0.4790,126.2,82.0,0.4790,0.9932,18,481
331,0,0.4804,127.2,81.7,0.4804,0.9941,18,484
332,0,0.4819,128.1,81.5,0.4819,0.9949,18,487
333,0,0.4833,129.0,81.2,0.4833,0.9957,18,490
334,0,0.4848,130.0,81.0,0.4848,0.9964,18,493
335,0,0.4862,130.9,80.8,0.4862,0.9970,18,496
336,0,0.4877,131.9,80.7,0.4877,0.9976,18,499
337,0,0.4891,132.8,80.5,0.4891,0.9981,18,502
338,0,0.4906,133.8,80.4,0.4906,0.9986,18,505
339,0,0.4920,134.7,80.3,0.4920,0.9990,18,508
340,0,0.4935,135.7,80.2,0.4935,0.9993,19,1
341,0,0.4949,136.6,80.1,0.4949,0.9996,19,4
342,0,0.4964,137.6,80.1,0.4964,0.9998,19,7
343,0,0.4978,138.6,80.0,0.4978,0.9999,19,10
344,0,0.4993,139.5,80.0,0.4993,1.0000,19,13
345,0,0.5007,140.5,80.0,0.5007,1.0000,19,16
346,0,0.5022,141.4,80.0,0.5022,0.9999,19,19
347,0,0.5036,142.4,80.1,0.5036,0.9998,19,22
348,0,0.5051,143.4,80.1,0.5051,0.9996,19,25
349,0,0.5065,144.3,80.2,0.5065,0.9993,19,28
350,0,0.5080,145.3,80.3,0.5080,0.9990,19,31
351,0,0.5094,146.2,80.4,0.5094,0.9986,19,34
352,0,0.5109,147.2,80.5,0.5109,0.9981,19,37
353,0,0.5123,148.1,80.7,0.5123,0.9976,19,40
354,0,0.5138,149.1,80.8,0.5138,0.9970,19,43
355,0,0.5152,150.0,81.0,0.5152,0.9964,19,46
356,0,0.5167,151.0,81.2,0.5167,0.9957,19,49
357,0,0.5181,151.9,81.5,0.5181,0.9949,19,52
358,0,0.5196,152.8,81.7,0.5196,0.9941,19,55
359,0,0.5210,153.8,82.0,0.5210,0.9932,19,58
360,0,0.5225,154.7,82.2,0.5225,0.9922,19,61
361,0,0.5239,155.6,82.5,0.5239,0.9912,19,64
362,0,0.5254,156.5,82.8,0.5254,0.9902,19,67
363,0,0.5269,157.4,83.1,0.5269,0.9890,19,70
364,0,0.5283,158.3,83.5,0.5283,0.9879,19,73
365,0,0.5298,159.2,83.8,0.5298,0.9867,19,76
366,0,0.5312,160.1,84.2,0.5312,0.9854,19,79
367,0,0.5327,161.0,84.6,0.5327,0.9841,19,82
368,0,0.5341,161.9,85.0,0.5341,0.9827,19,85
369,0,0.5356,162.7,85.4,0.5356,0.9813,19,88
370,0,0.5370,163.6,85.8,0.5370,0.9798,19,91
371,0,0.5385,164.5,86.2,0.5385,0.9783,19,94
372,0,0.5399,165.3,86.7,0.5399,0.9767,19,97
373,0,0.5414,166.2,87.1,0.5414,0.9751,19,100
374,0,0.5428,167.0,87.6,0.5428,0.9735,19,103
375,0,0.5443,167.8,88.1,0.5443,0.9718,19,106
376,0,0.5457,168.7,88.6,0.5457,0.9701,19,109
377,0,0.5472,169.5,89.1,0.5472,0.9683,19,112
378,0,0.5486,170.3,89.6,0.5486,0.9665,19,115
379,0,0.5501,171.1,90.1,0.5501,0.9647,19,118
380,0,0.5515,171.9,90.6,0.5515,0.9628,19,121
381,0,0.5530,172.7,91.2,0.5530,0.9609,19,124
382,0,0.5544,173.5,91.7,0.5544,0.9590,19,127
383,0,0.5559,174.2,92.3,0.5559,0.9570,19,130
384,0,0.5573,175.0,92.9,0.5573,0.9550,19,133
385,0,0.5588,175.8,93.5,0.5588,0.9529,19,136
386,0,0.5602,176.5,94.1,0.5602,0.9509,19,139
387,0,0.5617,177.3,94.7,0.5617,0.9488,19,142
388,0,0.5631,178.0,95.3,0.5631,0.9466,19,145
389,0,0.5646,178.8,95.9,0.5646,0.9445,19,148
390,0,0.5660,179.5,96.5,0.5660,0.9423,19,151
391,0,0.5675,180.2,97.1,0.5675,0.9401,19,154
392,0,0.5689,180.9,97.8,0.5689,0.9379,19,157
393,0,0.5704,181.7,98.4,0.5704,0.9356,19,160
394,0,0.5718,182.4,99.1,0.5718,0.9333,19,163
395,0,0.5733,183.1,99.7,0.5733,0.9310,19,166
396,0,0.5747,183.8,100.4,0.5747,0.9287,19,169
397,0,0.5762,184.4,101.1,0.5762,0.9264,19,172
398,0,0.5776,185.1,101.7,0.5776,0.9240,19,175
399,0,0.5791,185.8,102.4,0.5791,0.9216,19,178
400,0,0.5806,186.5,103.1,0.5806,0.9192,19,181
401,0,0.5820,187.1,103.8,0.5820,0.9168,19,184
402,0,0.5835,187.8,104.5,0.5835,0.9143,19,187
403,0,0.5849,188.4,105.2,0.5849,0.9118,19,190
404,0,0.5864,189.1,105.9,0.5864,0.9094,19,193
405,0,0.5878,189.7,106.6,0.5878,0.9068,19,196
406,0,0.5893,190.4,107.4,0.5893,0.9043,19,199
407,0,0.5907,191.0,108.1,0.5907,0.9018,19,202
408,0,0.5922,191.6,108.8,0.5922,0.8992,19,205
409,0,0.5936,192.2,109.6,0.5936,0.8967,19,208
410,0,0.5951,192.9,110.3,0.5951,0.8941,19,211
411,0,0.5965,193.5,111.0,0.5965,0.8915,19,214
412,0,0.5980,194.1,111.8,0.5980,0.8889,19,217
413,0,0.5994,194.7,112.5,0.5994,0.8862,19,220
414,0,0.6009,195.3,113.3,0.6009,0.8836,19,223
415,0,0.6023,195.8,114.1,0.6023,0.8809,19,226
416,0,0.6038,196.4,114.8,0.6038,0.8782,19,229
417,0,0.6052,197.0,115.6,0.6052,0.8756,19,232
418,0,0.6067,197.6,116.4,0.6067,0.8729,19,235
419,0,0.6081,198.1,117.1,0.6081,0.8702,19,238
420,0,0.6096,198.7,117.9,0.6096,0.8674,19,241
421,0,0.6110,199.3,118.7,0.6110,0.8647,19,244
422,0,0.6125,199.8,119.5,0.6125,0.8619,19,247
423,0,0.6139,200.4,120.3,0.6139,0.8592,19,250
424,0,0.6154,200.9,121.1,0.6154,0.8564,19,253
425,0,0.6168,201.5,121.9,0.6168,0.8536,19,256
426,0,0.6183,202.0,122.7,0.6183,0.8509,19,259
427,0,0.6197,202.5,123.5,0.6197,0.8481,19,262
428,0,0.6212,203.1,124.3,0.6212,0.8452,19,265
429,0,0.6226,203.6,125.1,0.6226,0.8424,19,268
430,0,0.6241,204.1,125.9,0.6241,0.8396,19,271
431,0,0.6255,204.6,126.7,0.6255,0.8368,19,274
432,0,0.6270,205.1,127.5,0.6270,0.8339,19,277
433,0,0.6284,205.6,128.3,0.6284,0.8311,19,280
434,0,0.6299,206.1,129.1,0.6299,0.8282,19,283
435,0,0.6313,206.6,130.0,0.6313,0.8253,19,286
436,0,0.6328,207.1,130.8,0.6328,0.8224,19,289
437,0,0.6343,207.6,131.6,0.6343,0.8195,19,292
438,0,0.6357,208.1,132.4,0.6357,0.8166,19,295
439,0,0.6372,208.6,133.3,0.6372,0.8137,19,298
440,0,0.6386,209.1,134.1,0.6386,0.8108,19,301
441,0,0.6401,209.5,134.9,0.6401,0.8079,19,304
442,0,0.6415,210.0,135.8,0.6415,0.8050,19,307
443,0,0.6430,210.5,136.6,0.6430,0.8020,19,310
444,0,0.6444,210.9,137.5,0.6444,0.7991,19,313
445,0,0.6459,211.4,138.3,0.6459,0.7961,19,316
446,0,0.6473,211.9,139.2,0.6473,0.7932,19,319
447,0,0.6488,212.3,140.0,0.6488,0.7902,19,322
448,0,0.6502,212.8,140.8,0.6502,0.7872,19,325
449,0,0.6517,213.2,141.7,0.6517,0.7843,19,328
